general.model_name,additional_features.pointer_device,processor_and_memory_features.dedicated_graphic_memory_capacity,processor_and_memory_features.dedicated_graphic_memory_type,additional_features.antivirus,display_and_audio_features.internal_mic,port_and_slot_features.usb_port,port_and_slot_features.firewire_port,display_and_audio_features.brightness,processor_and_memory_features.ssd,display_and_audio_features.certification,url,processor_and_memory_features.chipset,port_and_slot_features.hardware_interface,display_and_audio_features.screen_size,dimensions.dimensions,processor_and_memory_features.clock_speed,additional_features.disk_drive,operating_system.system_architecture,additional_features.finger_print_sensor,port_and_slot_features.multi_card_slot,display_and_audio_features.refresh_rate,general.battery_backup,additional_features.additional_features,processor_and_memory_features.cache,general.sales_package,warranty.international_warranty,processor_and_memory_features.memory_slots,additional_features.read/write_speed,port_and_slot_features.hdmi_port,general.inbuilt_4g_lte,processor_and_memory_features.processor_variant,general.series,timestamp,processor_and_memory_features.hdd_capacity,general.part_number,processor_and_memory_features.emmc_storage_capacity,additional_features.recovery_options,processor_and_memory_features.optane_memory,general.tgp,additional_features.security_chip,processor_and_memory_features.ssd_capacity,additional_features.laptop_bag,operating_system.os_architecture,additional_features.included_software,connectivity_features.wireless_lan,processor_and_memory_features.graphic_processor,processor_and_memory_features.rpm,display_and_audio_features.touchscreen,display_and_audio_features.screen_resolution,dimensions.weight,general.ms_office_provided,processor_and_memory_features.processor_name,connectivity_features.bluetooth,price,processor_and_memory_features.expandable_ssd_capacity,port_and_slot_features.mic_in,general.stylus_included,warranty.warranty_summary,connectivity_features.ethernet,review_count,port_and_slot_features.vga_port,warranty.not_covered_in_warranty,rating_average,general.type,operating_system.operating_system,product_title,connectivity_features.nfc_support,processor_and_memory_features.ram_frequency,connectivity_features.wireless_wan,processor_and_memory_features.ram,processor_and_memory_features.storage_type,warranty.warranty_service_type,display_and_audio_features.speakers,warranty.domestic_warranty,processor_and_memory_features.processor_brand,additional_features.keyboard,warranty.covered_in_warranty,display_and_audio_features.screen_type,additional_features.face_recognition,display_and_audio_features.sound_chip,port_and_slot_features.dock_port,processor_and_memory_features.number_of_cores,in_stock,processor_and_memory_features.expandable_memory,operating_system.supported_operating_system,processor_and_memory_features.ufs_storage_capacity,display_and_audio_features.color_gamut,port_and_slot_features.rj11,display_and_audio_features.sound_properties,general.battery_cell,port_and_slot_features.s-video,general.suitable_for,additional_features.other_accessories,processor_and_memory_features.ram_type,general.model_number,general.color,port_and_slot_features.rj45,additional_features.lock_port,additional_features.backlit_keyboard,processor_and_memory_features.processor_generation,general.power_supply,additional_features.web_camera
Ideapad Slim 1,,,,,Built-in Dual Array Microphone,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",,,Yes,,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm4a6035f502270?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_13&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGN2YDSFGGXYG3.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,AMD SoC Platform,M.2 2280 PCIe 3.0 x 4 NVMe,100.63 cm (39.62 cm),359.2 x 236.5 x 19.9 mm,"Base Frequency 2.1 GHz, Max Turbo Boost at 4.0 GHz",Not Available,,No,1 x Card Reader (4-in-1 Card Reader),,Upto 9.0 Hour,"Integrated 45Wh, Surface Treatment: IMR (In-Mold Decoration by Roller)",3 MB,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",,,,1 x HDMI 1.4b,,5500U,IdeaPad Slim 1,2024-11-04 16:27:13,,82R400ERIN/82KU0238IN,,,,,Firmware TPM 2.0,512 GB,,,Microsoft Office Home & Student 2021,802.11ac 2 x 2,AMD Radeon AMD,3200,No,1920 x 1080 Pixels,1.65 kg,Yes,Ryzen 5 Hexa Core,v5.0,"₹38,190",NA,Yes,,1 Yr Accidental Damage Protection,No Onboard Ethernet,"5,349 Ratings & 474 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light Laptop  (39.62 cm, Cloud Grey, 1.65 kg, With MS Office)",,3200 MHz,,16 GB,SSD,Carry-In,Built-in 1.5W Dual Stereo Speakers,1 Year,AMD,"Non Backlit, English",Manufacturing Defects,"Full HD, IPS, Brightness: 300 nits, Anti-glare",,"High Definition (HD) Audio, Realtek ALC3287 Codec",,6,Yes,NA,Windows 11 Home,,,,Dolby Audio,,,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",,DDR4,15ALC7,Cloud Grey,,,No,,"65W Round Tip (2 Pin, Wall Mount)",HD 720p with Privacy Shutter
NP750XGJ-LG4IN,,,,,Internal Digital MIC,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",,,Yes,,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_14&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,39.62 cm (15.6 Inch),356.6 x 229.15 x 15.4 mm,Up to 4.5 GHz,Not Available,,Yes,,,,,,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",,,,,,1315U,Galaxy Book4 Metal,2024-11-04 16:27:16,,NP750XGJ-LG4IN,,,,,,512 GB,,,,Wi-Fi 6,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,1.55 Kg,Yes,Core i3,v5.2,"₹37,990",,,,1 Year Onsite Warranty,,739 Ratings & 107 Reviews,,Physical Damage,4.5,Thin and Light Laptop,Windows 11 Home,"SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-LG4IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",,,,8 GB,SSD,Onsite,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",,Intel,QWERTY,Manufacturer Defect Only,Full HD LCD Display,,,,,Yes,,,,,,,,,Processing & Multitasking,,LPDDR4X,NP750XGJ-LG4IN,Gray,,,,13th Gen,,"Yes, 1 Megapixel"
X1504ZA-NJ527WS|X1504ZA-NJ522WS,,,,,Built-in array microphone,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,,Yes,,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj527ws-x1504za-nj522ws-thin-light-laptop/p/itma8ed81d04b5d4?pid=COMH4Y6KZGGKYCGP&lid=LSTCOMH4Y6KZGGKYCGP6QZMPB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_15&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMH4Y6KZGGKYCGP.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,39.62 cm (15.6 Inch),359.7 x 232.5 x 17.9 mm,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,Not Available,,No,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,1235U,Vivobook 15,2024-11-04 16:27:20,,90NB1022-M029P0|90NB1022-M00H00,,,,,,512 GB,,,,Wi-Fi 6E(802.11ax) (Dual band) 1*1,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,1.70 Kg,Yes,Core i5,v5.3,"₹47,990",,,,1 Year Onsite Warranty,,"5,020 Ratings & 259 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X1504ZA-NJ522WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Built-in speaker,,Intel,Backlit Chiclet Keyboard,Manufacturing Defects,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",,,,,Yes,,,,,,,,,Processing & Multitasking,,DDR4,X1504ZA-NJ527WS|X1504ZA-NJ522WS,Cool Silver,,,,12th Gen,,720p HD camera With privacy shutter
15s-fq5330TU,,,,,Yes,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate;",,,Yes,,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_16&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGXNZGJV3MEMWM.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,39.62 cm (15.6 inch),358.5 x 242 x 17.9 mm,Max Frequency Up to 4.4 GHz,Not Available,,No,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI 1.4b,,1235U,,2024-11-04 16:27:24,,9D3P0PA#ACJ|A47CYPA,,,,,,512 GB,,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Intel Integrated Iris Xe,,No,1920 X 1080 Pixel,1.69 Kg,Yes,Core i5,v5.0,"₹53,990",,,,1 Year Onsite warranty,,"4,726 Ratings & 232 Reviews",,Physical Damage,4.2,Thin and Light Laptop,Windows 11 Home,"HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and Light Laptop  (15.6 inch, Star Black, 1.69 Kg, With MS Office)",,,,16 GB,SSD,Onsite,Yes,,Intel,"Full-size, backlit, natural silver keyboard with numeric keypad",Manufacturing Defects,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",,,,,Yes,,,,,,,,,Processing & Multitasking,,DDR4,15s-fq5330TU|15-fd0111TU,Star Black,,,,12th Gen,,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones
FX706HF-NY040W,,4 GB,GDDR6,1 Year McAfee,Built-in Array Microphone,"1 x Thunderbolt 4 Support DisplayPort, 3 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 Support DisplayPort, 1 x RJ45 LAN Port",,,Yes,,https://www.flipkart.com/asus-tuf-gaming-f17-ai-powered-intel-core-i5-11th-gen-11400h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-70-w-fx706hf-ny040w-laptop/p/itm5b135cad5c8a9?pid=COMHY74JXH3KZRWM&lid=LSTCOMHY74JXH3KZRWMLLMJRL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_17&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMHY74JXH3KZRWM.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,Mobile Intel HM570 Express,,43.94 cm (17.3 Inch),399 x 269 x 23.3 mm,"Base Frequency 2.7 GHz, Maximum Upto 4.5 GHz",Not Available,,,,,,"48WHrs, 3S1P, Recharge From 0-50% in 30 Minutes",12 MB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,2,,1 x HDMI 2.0b,,11400H,TUF Gaming F17 - AI Powered Gaming,2024-11-04 16:27:28,,90NR0HC4-M00380,,,,70 W,"BIOS Administrator Password and User Password Protection, Kensington Nano Security Slot, Trusted Platform Module (Firmware TPM)",512 GB,,,,Wi-Fi 6 (802.11 ax) (Dual Band) 2 x 2,NVIDIA GeForce RTX 2050,,No,1920 x 1080 Pixels,2.60 kg,No,Core i5,v5.3,"₹57,990",,Yes,,1 Year Onsite Warranty,10/100/1000 Mbps,"6,514 Ratings & 529 Reviews",,Physical Damage,4.3,Gaming Laptop,Windows 11 Home,"ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/70 W) FX706HF-NY040W Gaming Laptop  (17.3 Inch, Graphite Black, 2.60 kg)",,,,16 GB,SSD,Onsite,Dual Speaker System,1 Year,Intel,Backlit Chiclet Keyboard 1-Zone RGB,Manufacturing Damage,"Full HD, 16:9 Aspect Ratio, 165Hz Refresh Rate, Viewing Angle: 85/85/85/85, IPS Level Panel, 300 Nits Brightness, Contrast Ratio: 1000:1, DCI-P3 %: 100%, Anti-glare Display, Adaptive Sync",,,,6,Yes,32 GB,Windows 11,,,,"AI Noise Canceling Technology, DTS Software, Support Microsoft Cortana Near Field/Far Field",3 Cell,,Gaming,,DDR4,FX706HF-NY040W,Graphite Black,Yes,,,11th Gen,150W AC Adapter,720p HD Camera
A324-45,,,,,Yes,USB 3.0 ports,,,Yes,,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_18&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMHFZYZFVD2MCAB.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,35.56 cm (14 Inch),357.4 x 228 x 17.7 mm,,Not Available,,,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,1 x HDMI Port,,N4500,Aspire 3,2024-11-04 16:27:31,,UN.342SI.004,,,,,,512 GB,,,,Wi-Fi 5,Intel Integrated UHD,,No,1366 x 768 Pixel,1.3 Kg,No,Celeron Dual Core,v5.0,"₹19,990",,,,1 Year Carry-in Warranty,,"1,075 Ratings & 84 Reviews",,Physical Damage,3.9,Thin and Light Laptop,Windows 11 Home,"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light Laptop  (14 Inch, Pure Silver, 1.3 Kg)",,,,8 GB,SSD,Carry-in,Yes,,Intel,84key Acer keyboard layout with international language support including indicators of CapsLock and F2/Microphone mute,Manufacturing Defects,HD,,,,,Yes,,,,,,,2 cell,,Processing & Multitasking,,LPDDR4X,A324-45,Pure Silver,,,,,24 W,"T-Type HD camera, Compatible with Windows only"
NP750XGJ-KG1IN / NP750XGJ-LG1IN,,,,,Internal Digital MIC,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",,,Yes,,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-np750xgj-kg1in-np750xgj-lg1in-thin-light-laptop/p/itm80f6b6ecef780?pid=COMGZUYDFZXHWYWZ&lid=LSTCOMGZUYDFZXHWYWZJ6V2KW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_19&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGZUYDFZXHWYWZ.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,39.62 cm (15.6 Inch),356.6 x 15.4 x 229.15mm,Max Frequency Up to 4.60 GHz,Not Available,,Yes,,,,,,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",,,,"Yes, 1 x HDMI",,1335U,Galaxy Book4,2024-11-04 16:27:36,,NP750XGJ-KG1IN|NP750XGJ-LG1IN,,,,,,512 GB,,,,802.11ax,Intel Integrated Iris Xe,,No,1920 x 1080 Pixel,1.55 Kg,Yes,Core i5,v5.2,"₹57,990",,Yes,,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,,"3,084 Ratings & 255 Reviews",,Physical Damage,4.5,Thin and Light Laptop,Windows 11 Home,"SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN / NP750XGJ-LG1IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",,,,8 GB,SSD,Onsite,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",,Intel,QWERTY,Manufacturer Defect Only,Full HD LCD Display,,,,,Yes,,,,,,,4 Cell Lithium Ion Battery,,Processing & Multitasking,,LPDDR4X,NP750XGJ-KG1IN / NP750XGJ-LG1IN,Gray,,,,13th Gen,45W AC Adapter,"Yes, 1 Megapixel"
15s-fy5003TU,,,,,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",,,Yes,,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=b_1_20&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGZVGHE9QU8C6M.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,100.58 cm (39.6 cm),,0.9 GHz upto max turbo frequency at 4.4 Ghz,Not Available,,,,,,,,"Laptop, battery, power adapter, user guide",,,,,,1215U,15s,2024-11-04 16:27:39,,7Q700PA#ACJ,,,,,,512 GB,,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Intel Integrated UHD,,No,1920 x 1080 Pixel,1.69 Kg,Yes,Core i3,v5.0,"₹37,990",,,,1 Year Onsite Warranty,,"5,515 Ratings & 328 Reviews",,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light Laptop  (39.6 cm, Natural Silver, 1.69 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Yes,,Intel,"Full-size, natural silver keyboard with numeric keypad",Manufacturing Defects,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",,,,,Yes,,,,,,,3 Cell,,Processing & Multitasking,,DDR4,15s-fy5003TU,Natural Silver,,,No,12th Gen,,HP True Vision 720p HD camera
ThinkBook 15 G5,,,,,Yes,"1 x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer)",,,Yes,,https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm65936d217ef8a?pid=COMGT82X9NYWSXQ7&lid=LSTCOMGT82X9NYWSXQ7FXFDP2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_21&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGT82X9NYWSXQ7.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,39.62 cm (15.6 Inch),,Max Turbo Frequency upto 4.3GHz,Not Available,,,,,Upto 8.8 Hours,,,"Laptop, User manual, Adapter",,,,,,7330U,,2024-11-04 16:27:44,,21JF002JIN,,,,,,512 GB,,,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",AMD Radeon AMD,,No,1920 X 1080 Pixel,1.70 Kg,No,Ryzen 3 Quad Core,v5.1,"₹29,990",,,,1 Year Onsite Warranty,,444 Ratings & 36 Reviews,,Physical Damage,4.3,Thin and Light Laptop,Windows 11 Home,"Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light Laptop  (15.6 Inch, Mineral Grey, 1.70 Kg)",,,,8 GB,SSD,Onsite,Yes,,AMD,,Manufacturing Defects,Full HD Anti-glare Display,,,,,Yes,,,,,,,3 Cell,,Processing & Multitasking,,DDR4,ThinkBook 15 G5,Mineral Grey,,,No,,,"HD 720p, with privacy shutter, fixed focus"
MacBook Air,Force Touch Trackpad,,,,Three-mic Array with Directional Beamforming,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,,Yes,,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itm0946c05e6335c?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG855GPGWQ&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=b_1_22&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGFB2GMCRXZG85.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,34.54 cm (13.6 Inch),304.1 x 215.0 x 11.3,,Not Available,,,,,Upto 18 Hours,52.6 Watt Hour Lithium Polymer Battery,,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",,,,,,Apple M2 Chip,MacBook AIR,2024-11-04 16:27:48,,MLY33HN/A,,,,,,256 GB,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",802.11ax Wi-Fi 6 wireless networking,NA,,No,2560 x 1664 Pixel,1.24 Kg,No,M2,v5.0,"₹93,990",,Yes,,1 Year Limited Warranty,,"13,603 Ratings & 807 Reviews",,Physical Damage,4.7,Thin and Light Laptop,Mac OS Monterey,"Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A  (13.6 Inch, Midnight, 1.24 Kg)",,,,8 GB,SSD,Onsite,Built-in Speakers,1 Year,Apple,Backlit Magic Keyboard,Manufacturing Defects,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",,,,8,Yes,,,,,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",,,Processing & Multitasking,,Unified Memory,MLY33HN/A,Midnight,,,Yes,,30 W USB-C Power Adapter,1080p FaceTime HD camera
Inspiron 3520,,,,,,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",,,Yes,,https://www.flipkart.com/dell-inspiron-3520-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itm108ece6bfe39a?pid=COMGJ75HJGFDJ6JN&lid=LSTCOMGJ75HJGFDJ6JNY5ESSQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_23&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGJ75HJGFDJ6JN.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,39.62 cm (15.6 Inch),358 X 235 x 21.0 mm,0.9 GHz upto max turbo frequency at 4.4 Ghz,Not Available,,No,,,Upto 7 hours,,,"Laptop, battery, adapter, cables and user manuals",,,,1 x HDMI 1.4,,1215U,Inspiron 3520,2024-11-04 16:27:52,,D560915WIN9S | IN3520GHPWW0010RS1,,,,,,512 GB,,64 bit,,Intel Wi-Fi 6 2x2 (Gig+),Intel Integrated UHD,,No,1920 x 1080 Pixel,1.65 Kg,Yes,Core i3,v5.2,"₹34,430",,Yes,,1 Year Onsite Hardware Service,,"3,360 Ratings & 247 Reviews",,Accidental Damage,4.2,Thin and Light Laptop,Windows 11 Home,"DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop | Inspiron 3520 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",,,,8 GB,SSD,Onsite,Built-in Speakers,,Intel,Standard Keyboard,Manufacturing Defects,Full HD WVA AG 120Hz 250 nits Narrow Border,,,,,Yes,,Windows 11 Home,,,,Waves Maxx Audio Pro,3 Cell,,Processing & Multitasking,,DDR4,New Inspiron 15 Laptop | Inspiron 3520,Platinum Silver,,,,12th Gen,,HD Camera
CB314-3H,,,,,Yes,"2 x USB 3.2 Gen 1 Type-C port, 2 x USB 3.2 Gen 1 Type-A port",,,No,,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-64-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-cobz-laptop/p/itm04458b376eefa?pid=COMGSV3GZYUDG6NP&lid=LSTCOMGSV3GZYUDG6NPUATANL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_24&otracker=browse&fm=organic&iid=ccb5703d-c5cd-4978-b595-84776ddb0207.COMGSV3GZYUDG6NP.SEARCH&ppt=None&ppn=None&ssid=sy6yo2t0340000001730660215256,,,35.56 cm (14 inch),326.4 x 225 x 20 mm,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Not Available,,,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,N4500,Chromebook,2024-11-04 16:27:55,,NX.K04SI.008,64 GB,,,,,,,,,802.11a/b/g/n/acR2+ax wireless LAN,Intel Integrated UHD,,No,1920 X 1080 Pixel,1.45 Kg,No,Celeron Dual Core,v5.1,"₹12,990",,,,1 Year Onsite Warranty,,344 Ratings & 22 Reviews,,Physical damage,3.7,Chromebook Laptop,Chrome,"Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB314-3H-COBZ Chromebook Laptop  (14 inch, Silver, 1.45 Kg)",,,,8 GB,eMMC,Onsite,Yes,,Intel,74-/75-/78-key Acer FineTip keyboard with international language support,Manufacturing Defects,HD LED-backlit TFT LCD,,,,,Yes,,,,,,,,,Processing & Multitasking,,LPDDR4X,CB314-3H-C5QE/ CB314-3H-COBZ,Silver,,,No,,,"UFC with Narrow USB HD camera, Compatible with Chromebook, 1280 x 720 resolution, 720p HD video at 30 fps with Temporal Noise Reduction"
