Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),image_src
ACEMAGIC,AX15,AX15,Intel,Intel Mobile CPU,SSD,Windows,1920x1080 Pixels,3.7,5.0,1599.0,Yes,2024-12-05 12:30:19,https://www.amazon.com/ACEMAGIC-Windows-Computer-Quad-Core-Processor/dp/B0D97Z5VTL/ref=sr_1_142?dib=eyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE&dib_tag=se&qid=1726997932&s=pc&sr=1-142,Amazon,512,15.6,16,31,14.07 x 9.00 x 0.66 inches,3.75,https://m.media-amazon.com/images/I/71331gmRd1L.__AC_SX300_SY300_QL70_FMwebp_.jpg
MSI,Thin 15 B12UCX-2041US,THIN15122041,Intel,Core i5,SSD,Windows 11 Home,1920x1080,4.4,,648.0,Yes,2024-12-05 12:30:32,https://www.amazon.com/MSI-Thin-144Hz-Gaming-Laptop/dp/B0D33T6F9C/ref=sr_1_145?dib=eyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE&dib_tag=se&qid=1726997932&s=pc&sr=1-145,Amazon,512,15.6,16,899,14.13 x 0.09 x 9.99 inches,7.39,https://m.media-amazon.com/images/I/71C+dSmk+KL._AC_SY300_SX300_.jpg
Apple,MacBook Air,MJVE2LL/A-CR,Intel,Core i5,SSD,macOS,1440 x 900 Pixels,4.2,8.0,148.97,Yes,2024-12-05 12:30:38,https://www.amazon.com/Apple-MacBook-MJVE2LL-13-inch-Refurbished/dp/B013HD3INW/ref=sr_1_146?dib=eyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE&dib_tag=se&qid=1726997932&s=pc&sr=1-146,Amazon,128,13.3,4,256,8.94 x 12.80 x 0.68 inches,3.0,https://m.media-amazon.com/images/I/91wYB53Y4aL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP Stream,HP Stream,Intel,Celeron N,eMMC,Windows 11 S,1366 x 768 Pixels,4.2,,359.0,Yes,2024-12-05 12:30:42,https://www.amazon.com/HP-Stream-Lightweight-Graphics-Bluetooth/dp/B0D3GS2XCZ/ref=sr_1_147?dib=eyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE&dib_tag=se&qid=1726997932&s=pc&sr=1-147,Amazon,64,14.0,16,237,12.76 x 8.86 x 0.71 inches,3.24,https://m.media-amazon.com/images/I/81FxahWyjzL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Chromebook Spin 311,CP311-2H-C679,Intel,Celeron,eMMC,Chrome OS,1366 x 768 Pixels,4.5,10.0,104.99,Yes,2024-12-05 12:30:49,https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2/ref=sr_1_148?dib=eyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE&dib_tag=se&qid=1726997932&s=pc&sr=1-148,Amazon,32,11.6,4,284,11.65 x 8.11 x 0.79 inches,2.6,https://m.media-amazon.com/images/I/61dsJm45m3L.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,Legion Pro 7i Gen 9,83DE001SUS,Intel,Core i9,SSD,Windows 11 Pro,2560x1600 Pixels,4.3,,949.99,Yes,2024-12-05 12:30:58,https://www.amazon.com/Lenovo-Legion-i9-14900HX-GeForce-Windows/dp/B0D3D86PHS/ref=sr_1_150?dib=eyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE&dib_tag=se&qid=1726997932&s=pc&sr=1-150,Amazon,4096,16.0,32,16,1.01 x 10.32 x 14.30 inches,10.38,https://m.media-amazon.com/images/I/61PSDa30RnL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Zuleisy,VocBook 16,VocBook 16,Intel,Intel Mobile CPU,SSD,Windows,1920x1200 Pixels,4.8,,359.99,Yes,2024-12-05 12:31:02,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjAzMDEwODE5MzA3MTYyOjE3MjY5OTc5MzM6c3BfYnRmX2Jyb3dzZTozMDA0MjY4MDg5NzA4MDI6OjA6Og&url=%2FZuleisy-Computer-Windows-12th-gen-1920x1200%2Fdp%2FB0DDT5V2PF%2Fref%3Dsr_1_151_sspa%3Fdib%3DeyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE%26dib_tag%3Dse%26qid%3D1726997932%26s%3Dpc%26sr%3D1-151-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,16.0,16,8,14.06 x 9.65 x 0.72 inches,2.0,https://m.media-amazon.com/images/I/71hmno83ppL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,TPN-C164,TPN-C164,Intel,Intel Mobile CPU,SSD,Windows 11 Pro,3840 x 2160 Pixels,5.0,,1529.0,Yes,2024-12-05 12:31:07,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjAzMDEwODE5MzA3MTYyOjE3MjY5OTc5MzM6c3BfYnRmX2Jyb3dzZTozMDAzNjk1MDczMDgwMDI6OjA6Og&url=%2FHP-Business-Display-GeForce-External%2Fdp%2FB0DDQLY5FM%2Fref%3Dsr_1_152_sspa%3Fdib%3DeyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE%26dib_tag%3Dse%26qid%3D1726997932%26s%3Dpc%26sr%3D1-152-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,32,2,15.59 x 10.18 x 0.77 inches,5.55,https://m.media-amazon.com/images/I/71HcQx3gNFL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Acer,Aspire,A515,Intel,Core i5,SSD,Windows 11 Pro,1920x1080 Pixels,,,569.99,Yes,2024-12-05 12:31:10,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNjAzMDEwODE5MzA3MTYyOjE3MjY5OTc5MzM6c3BfYnRmX2Jyb3dzZTozMDAyOTU5NTEzMjUwMDI6OjA6Og&url=%2Facer-Student-Business-Touchscreen-i5-13420H%2Fdp%2FB0D98WSMBV%2Fref%3Dsr_1_153_sspa%3Fdib%3DeyJ2IjoiMSJ9.yMfZL_I9pNjS8f96hWmn7WS055GstoE3Hx7yZT_C39hQ25D7oq5R_lIYaPxLdlNmFasAKzj0yxodxVPht6kNu0s8mZsadhY6wPn_VYzr8cIn-TA2bEhQKYrHfgv--9BBo5sJRGxsi6JRc-kRbp9E4nyuqxpPhssjPQZ-5qZvUGWdxKAOGPR429Ma-_uPMmIhxv1trBaWEVsxgcVRlmSq9IU2GO-IXlRtawTWZ68GHvEOg9Gps6wTy1RSWNQPab6gtxA_MANNRWmBPFVewWIANJaiQAUFaBl0PNee8_abp0E.8qen7UbC8yiqHbleidKf743MJyF0UdE6CurXYAOIjnE%26dib_tag%3Dse%26qid%3D1726997932%26s%3Dpc%26sr%3D1-153-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,4096,15.6,8,0,14.29 x 9.35 x 0.71 inches,3.9,https://m.media-amazon.com/images/I/61F7ypv3RXL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,Elitebook,660 G11,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1200 Pixels,5.0,,1249.0,Yes,2024-12-05 12:31:17,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NzU1MDczNDY5NTUzMjk3OjE3MjY5OTc5MzU6c3BfYXRmX2Jyb3dzZTozMDAzODcyNTQ1NzU1MDI6OjA6Og&url=%2FHP-Elitebook-660-G11-Fingerprint%2Fdp%2FB0DFWC3QNY%2Fref%3Dsr_1_146_sspa%3Fdib%3DeyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew%26dib_tag%3Dse%26qid%3D1726997935%26s%3Dpc%26sr%3D1-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,16.0,64,6,14.14 x 9.20 x 0.78 inches,3.85,https://m.media-amazon.com/images/I/71nSy8Uh8iL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,ThinkPad,T16,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1200 Pixels,5.0,,879.99,Yes,2024-12-05 12:31:22,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NzU1MDczNDY5NTUzMjk3OjE3MjY5OTc5MzU6c3BfYXRmX2Jyb3dzZTozMDA0MDg1NjAxNzkxMDI6OjA6Og&url=%2FLenovo-ThinkPad-T16-Business-Computer%2Fdp%2FB0DGGC8DCR%2Fref%3Dsr_1_147_sspa%3Fdib%3DeyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew%26dib_tag%3Dse%26qid%3D1726997935%26s%3Dpc%26sr%3D1-147-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,16.0,24,14,14.25 x 10.06 x 0.81 inches,3.9,https://m.media-amazon.com/images/I/71icfr-0ChL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Apple,MacBook Air,MJVE2LL/A-CR,Intel,Core i5,SSD,macOS,1440 x 900 Pixels,4.2,8.0,148.97,Yes,2024-12-05 12:31:35,https://www.amazon.com/Apple-MacBook-MJVE2LL-13-inch-Refurbished/dp/B013HD3INW/ref=sr_1_150?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-150,Amazon,128,13.3,4,256,8.94 x 12.80 x 0.68 inches,3.0,https://m.media-amazon.com/images/I/91wYB53Y4aL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Dell,3100 chromebook,3180 chromebook,Intel,Celeron,SSD,Chrome OS,1366 x 768,4.1,14.0,69.0,Yes,2024-12-05 12:31:39,https://www.amazon.com/Dell-Chromebook-3100-11-6-Touchscreen/dp/B0BK2Z5QGC/ref=sr_1_151?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-151,Amazon,32,11.6,4,329,13.00 x 9.00 x 0.60 inches,3.1,https://m.media-amazon.com/images/I/61zTekYPPRL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP Pro,"HP 14"" Laptop",Intel,Celeron,SSD,Windows,1366 x 768 Pixels,4.2,,169.0,Yes,2024-12-05 12:31:47,https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09Z111KTW/ref=sr_1_153?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-153,Amazon,64,14.0,4,352,12.89 x 8.90 x 0.90 inches,4.25,https://m.media-amazon.com/images/I/51wUE2WiNrL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,TPN-Q245,TPN-Q245,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,3.7,9.0,783.0,Yes,2024-12-05 12:31:51,https://www.amazon.com/HP-Pavilion-Business-Touchscreen-i7-1355U/dp/B0C91Q3YBL/ref=sr_1_154?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-154,Amazon,2048,15.6,32,86,14.18 x 9.21 x 0.70 inches,3.86,https://m.media-amazon.com/images/I/71BZYIo9ECL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP 14inch laptop,hp laptop,Intel,Core i3,SSD,Chrome OS,1366x768 Pixels,4.0,11.0,352.99,Yes,2024-12-05 12:31:56,https://www.amazon.com/HP-Pavilion-Touchscreen-Anti-Glare-Processor/dp/B0C4G3R4PZ/ref=sr_1_155?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-155,Amazon,2048,15.6,16,106,14.10 x 9.53 x 0.71 inches,3.19,https://m.media-amazon.com/images/I/71aYHEHmETL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP,HP,Intel,Pentium,SSD,Windows,1366 x 768 Pixels,4.3,9.0,299.0,Yes,2024-12-05 12:32:01,https://www.amazon.com/HP-Computer-Students-Quad-Core-Accessory/dp/B0D9B9FMQF/ref=sr_1_156?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-156,Amazon,128,15.6,16,21,14.17 x 9.27 x 0.72 inches,3.24,https://m.media-amazon.com/images/I/71ekyh3CqNL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Apple,MK193LL/A,MK193LL/A,Apple,Apple M1 Pro,SSD,macOS,3456 x 2234 Pixels,4.3,4.0,1249.0,Yes,2024-12-05 12:32:05,https://www.amazon.com/Late-Apple-MacBook-Space-Renewed/dp/B09NRXLCGJ/ref=sr_1_157?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-157,Amazon,2048,16.0,16,603,14.00 x 9.77 x 0.66 inches,7.15,https://m.media-amazon.com/images/I/61aUBxqc5PL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP,HP,Intel,Pentium,SSD,Windows 11 Home,1600 x 900 Pixels,4.3,8.0,579.0,Yes,2024-12-05 12:32:10,https://www.amazon.com/HP-Touchscreen-Display-Processor-Accessories/dp/B0CWPF44JX/ref=sr_1_158?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-158,Amazon,2048,17.3,16,92,15.78 x 10.15 x 0.78 inches,4.6,https://m.media-amazon.com/images/I/71gKjhJanwL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,Essential,G8,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.0,,599.99,Yes,2024-12-05 12:32:15,https://www.amazon.com/HP-Essential-Business-i5-1135G7-Processor/dp/B0CT98X2CV/ref=sr_1_159?dib=eyJ2IjoiMSJ9.ADwoRjH1v5sRBTlFdPZ3U3J9Uz27D3Lr9OqT-aGcNzUWkIp2JfZ24IrgP6Y4iR9W2TMtXnHFrOgE5-_Kv8HAbtPJCLOUtBBEKwmCC_CppkHz3hJ4-dBRyQscme0Ixd69NoIbDapdN3Kpwuoodwmj14RNmiAs-6LbhYoERO0E4T3MX9aSaGr-4HGwbWv0QXD0uFjHHCakC5rVvK7v7AEl4wYUy0AA2bNEMVZbqNFALtZdA4qeT8wbu3Lnay19Zv_drCeBxSGUYw11ESR3-R2XH7fGx-WL7dAx1kZ2F87oXhs.GP1xMOLaNRT3rRcPKG0OHc8gUH6pf2VwCnQTikQR2ew&dib_tag=se&qid=1726997935&s=pc&sr=1-159,Amazon,2048,15.6,32,116,14.10 x 9.50 x 0.78 inches,3.74,https://m.media-amazon.com/images/I/71ZLMvmPSrL.__AC_SX300_SY300_QL70_FMwebp_.jpg
