processor.unlocked_processor,display.screen_type,camera.rear-facing_camera,general.model_family,storage.emmc_capacity,storage.hard_drive_capacity,included.optical_drive_type,connectivity.ethernet_card,connectivity.number_of_usb-c_charging_ports,connectivity.number_of_usb-a_charging_ports,certifications_&_listings.epeat_qualified,features.audio_technology,connectivity.number_of_usb_ports_(total),processor.cpu_base_clock_frequency,features.windows_features,key_specs.operating_system,"expansion.number_of_internal_2.5""_bays",compatibility.voice_assistant_built-in,key_specs.total_storage_capacity,storage.hard_drive_rpm,power.battery_life_(up_to),key_specs.voice_assistant_built-in,processor.number_of_cpu_cores,processor.l2_cache,features.stylus_dock,power.battery_cells,storage.solid_state_drive_interface,cooling.number_of_cpu_cooling_fans,timestamp,key_specs.brightness,dimensions.product_weight,connectivity.bluetooth_version,general.product_name,features.media_card_reader,display.screen_resolution,processor.number_of_cpu_threads,features.media_card_slot,connectivity.usb_ports,camera.rear_facing_camera_video_resolution,processor.processor_model_number,connectivity.gps_enabled,review_count,memory.number_of_memory_slots,dimensions.product_height,display.synchronization_technology,key_specs.2-in-1_design,power.power_supply_maximum_wattage,connectivity.compatible_wireless_standard(s),processor.processor_brand,camera.front-facing_camera,processor.l1_cache,camera.built-in_microphone,key_specs.cpu_base_clock_frequency,power.battery_capacity,cooling.number_of_gpu_cooling_fans,power.charging_interface(s),graphics.gpu_brand,dimension.product_weight,certifications_&_listings.epeat_level,key_specs.screen_type,connectivity.wireless_standard,display.brightness,included.included_software,key_specs.touch_screen,storage.total_storage_capacity,key_specs.screen_size,display.color_gamut_(ntsc),display.screen_size,storage.hard_drive_interface,cooling.cpu_cooling_system,dimensions.product_width,features.speaker_type,display.refresh_rate,connectivity.headphone_jack,key_specs.works_with,expansion.number_of_m.2_slots,warranty.manufacturer's_warranty_-_parts,features.windows_ai,connectivity.display_connector(s),display.high_dynamic_range_(hdr),storage.solid_state_drive_capacity,power.battery_type,price,connectivity.number_of_displayport_outputs_(total),key_specs.display_connector(s),graphics.number_of_gpu_cores,in_stock,memory.system_memory_ram_speed,general.brand,features.chrome_features,product_title,compatibility.operating_system,key_specs.wireless_connectivity,dimensions.product_depth,processor.processor_model,key_specs.processor_model,features.mac_features,warranty.manufacturer's_warranty_-_labor,graphics.advanced_graphics_rendering_technique(s),dimension.product_depth,key_specs.screen_resolution,features.keyboard_technology,connectivity.number_of_vga_ports,display.stylus_input,key_specs.battery_type,cooling.gpu_cooling_system,dimension.product_height,other.upc,general.color_category,key_specs.refresh_rate,power.power_supply_input,features.2-in-1_design,features.backlit_keyboard,storage.storage_type,included.stylus_included,display.color_gamut_(standard_rgb),key_specs.system_memory_(ram),key_specs.battery_life_(up_to),features.cable_lock_slot,memory.system_memory_(ram),dimension.product_width,key_specs.backlit_keyboard,general.model_number,connectivity.number_of_ethernet_ports,graphics.gpu_boost_clock_frequency,graphics.gpu_video_memory_type_(ram),connectivity.wireless_connectivity,display.display_surface,compatibility.operating_system_compatibility,key_specs.storage_type,features.gps_enabled,key_specs.graphics,display.display_type,connectivity.number_of_usb_type_c_charging_ports,connectivity.network_connectivity,memory.number_of_memory_sticks_included,graphics.unlocked_gpu,connectivity.data_plan_required,features.keyboard_included,processor.neural_processing_unit_(npu),storage.hard_drive_accelerator,memory.system_memory_ram_expandable_to,camera.front_facing_camera_video_resolution,connectivity.microphone_input,url,processor.maximum_npu_performance,compatibility.works_with,features.casing_material,features.customizable_case_lighting,camera.rear_facing_camera_megapixels,included.numeric_keypad,rating_average,graphics.gpu_video_memory_(ram),features.customizable_keyboard_lighting,features.foldable_screen,processor.cpu_cache_memory_level,features.touchpad_type,general.color,graphics.gpu_base_clock_frequency,key_specs.security_features,connectivity.wireless_networking_standard,processor.l3_cache,image_src,graphics.graphics,general.year_of_release,memory.expandable_memory_compatibility,camera.front_facing_camera_megapixels,processor.cpu_boost_clock_frequency,compatibility.operating_system_architecture,connectivity.number_of_thunderbolt_ports_(total),connectivity.displayport_over_usb-c,connectivity.number_of_hdmi_outputs_(total),graphics.graphics_type,features.security_features,memory.type_of_memory_(ram),certifications_&_listings.energy_star_certified,display.touch_screen
,,,,,,"DVD+RW DL, DVD-RW",,,,Yes,Stereo speakers with HD range,,1.6 gigahertz,,,,,128 gigabytes,,,,,,None,,,,2024-12-05 04:29:33,,2.96 pounds,,"Geek Squad Certified Refurbished MacBook Air® - 13.3"" Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage",No,1440 x 900 (WXGA+),,,,,Not provided,,(2 Reviews),2,0.68 inches,,No,,,Intel,Yes,,,1.6 gigahertz,,,,Intel,,Gold,,N,,Drivers &#38,No,128 gigabytes,13.3 inches,,13.3 inches,,Air,12.8 inches,Stereo speakers,,,,,90 days,,1 x Thunderbolt,,,Lithium-polymer,$149.99Your price for this item is $149.99,,1 x Thunderbolt,,No,1600 megahertz,Apple,,"Apple - Geek Squad Certified Refurbished MacBook Air® - 13.3"" Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage - Silver",Mac OS,,8.94 inches,Intel 5th Generation Core i5,Intel 5th Generation Core i5,"Force touch trackpad, Siri",90 days,,,1440 x 900 (WXGA+),,,,Lithium-polymer,,,400065492374,Silver,,,No,Yes,UFS,No,,8 gigabytes,,None,8 gigabytes,,Yes,3PL GSRF MMGF2LL/A,1,,,"Wi-Fi, NFC, Bluetooth",,,UFS,,Intel HD Graphics 6000,LED,,,,,,,,,8 gigabytes,,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-display-intel-core-i5-8gb-memory-128gb-flash-storage-silver/6549237.p?skuId=6549237,,,Aluminum,,,No,3.0,,No,,,Multi-touch,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6549/6549237_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel HD Graphics 6000,2016,,,,,,,1,Integrated,,LPDDR3,Yes,No
,,,,,,,,,,No,,,,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:29:40,,4.37 pounds,,"HP Elitebook 755 G5 Laptop, AMD Ryzen 7 Pro 2700U  2.2GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",,1920 x 1080 (Full HD),,,,,Ryzen 7 PRO 2700U,,(1 Review),,,,,,,AMD,Yes,,,,,,,AMD Radeon,,,,,,,No,256 gigabytes,15.6 inches,,15.6 inches,,,,,,,,,18 Months,,1 x HDMI,,256 gigabytes,Lithium-ion,$289.00Your price for this item is $289.00,,1 x HDMI,,No,,HP,,"HP Elitebook 755 G5 Laptop, AMD Ryzen 7 Pro 2700U  2.2GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished - Silver",Windows 10 Pro,,,AMD Ryzen 7 2000 Series,AMD Ryzen 7 2000 Series,,18 Months,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840415224215,Silver,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,HP.755G5.R7P.2700U.16.256.W10P,,,,,,,SSD,,AMD Radeon,,,,,,,,,,,,,https://www.bestbuy.com/site/hp-elitebook-755-g5-laptop-amd-ryzen-7-pro-2700u-2-2ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-silver/6598982.p?skuId=6598982,,,,,,,5.0,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c00c5109-6b1d-4916-9060-2a48a6703d53.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2018,,,,,,,,Integrated,,DDR4,No,No
,PixelSense,,,,,None,,,,Yes,Omnisonic Speakers with Dolby Atmos,2,3.3 gigahertz,,,,No,1000 gigabytes,,18 hours,,4-core (quad-core),,None,,,,2024-12-05 04:29:49,487 nits,4 pounds,,GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i7 -32GB Memory – NVIDIA GeForce RTX 3050 Ti - 1TB SSD,No,2400 x 1600,,,2 x USB-A,,11370H,,Be the first to write a review,0,0.74 inches,,Yes,,,Intel,Yes,,Yes,3.3 gigahertz,,,,NVIDIA,,Gold,PixelSense,AX,487 nits,"Windows 11 Home, Preloaded Microsoft 365 Apps⁹, Microsoft 365 Family 30-day trial, Preloaded Xbox App⁸, Xbox Game Pass Ultimate one month trial",Yes,1000 gigabytes,14.4 inches,,14.4 inches,,Air,12.72 inches,Quad Omnisonic speakers with Dolby Atmos,120Hz,Yes,,,90 days,,1 x Thunderbolt 4,,1000 gigabytes,Lithium-ion,"$1,679.99Your price for this item is $1,679.99",0,1 x Thunderbolt 4,,No,,Microsoft,,Microsoft - GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i7 -32GB Memory – NVIDIA GeForce RTX 3050 Ti - 1TB SSD - Platinum,Windows 11 Home,,8.98 inches,Intel 11th Generation Core i7,Intel 11th Generation Core i7,,90 days,,,2400 x 1600,,0,Built for Windows Ink (Active),Lithium-ion,,,400065614370,Silver,120Hz,,Yes,Yes,SSD,No,,32 gigabytes,18 hours,None,32 gigabytes,,Yes,GSRF ABY-00001,0,,,Wi-Fi,,,SSD,,NVIDIA GeForce RTX 3050 Ti,LCD,,,0,,,,,,,1080p,Yes,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-studio-14-4-touch-screen-intel-core-i7-32gb-memory-nvidia-geforce-rtx-3050-ti-1tb-ssd-platinum/6561437.p?skuId=6561437,,Cortana,"Magnesium alloy, Aluminum",No,,No,,,No,No,,,Platinum,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6478/6478303cv11d.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 3050 Ti,2021,,,,,1,,0,Integrated,Facial recognition,LPDDR4X,Yes,Yes
,,,,,,,10/100/1000,,,Yes,Stereo speakers with HD range,2,,,,,,256 gigabytes,,,,,,None,,,,2024-12-05 04:29:54,,3.02 pounds,,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display - Intel Core i5 - 8 GB Memory - 256GB Flash Storage",No,2560 x 1600 (Retina),,,None,,Not provided,,(24 Reviews),,0.59 inches,,No,,,Intel,Yes,,,,,,,Intel,,Gold,,,,,No,256 gigabytes,13.3 inches,,13.3 inches,,,11.97 inches,Stereo Speakers,,,,,90 Days,,2 x Thunderbolt 3,,256 gigabytes,Lithium-polymer,$449.99Your price for this item is $449.99,0,2 x Thunderbolt 3,,No,,Apple,,"Apple - Geek Squad Certified Refurbished MacBook Pro - 13"" Display - Intel Core i5 - 8 GB Memory - 256GB Flash Storage - Space Gray",Mac OS,,8.36 inches,Intel 7th Generation Core i5,Intel 7th Generation Core i5,Siri,90 days,,,2560 x 1600 (Retina),,0,,Lithium-polymer,,,400064690351,Silver,,,No,Yes,SSD,No,,8 gigabytes,,None,8 gigabytes,,Yes,TI-GSRF MPXT2LL/A,0,,,,,,SSD,,Intel Iris Plus Graphics 640,,,,,,,,,,,,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-256gb-flash-storage-space-gray/6469035.p?skuId=6469035,,,Aluminum,,,No,4.0,,No,,,,Space Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6469/6469035_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Plus Graphics 640,2017,,,,,2,,,Integrated,,LPDDR3,Yes,No
,PixelSense,,,,,None,,,,No,Dolby® Audio™,2,2.3 gigahertz,,,,No,1000 gigabytes,,11.5 hours,,,,None,,,,2024-12-05 04:30:03,400 nits,3.4 pounds,,"Geek Squad Certified Refurbished Surface Laptop 3 15"" Touch-Screen - AMD Ryzen 7 - 32GB Memory - 1TB SSD",Yes,2496 x 1664,,,2 x USB-A,,3780U,,Be the first to write a review,0,0.57 inches,,No,,,AMD,Yes,,Yes,2.3 gigahertz,,,,AMD Radeon,,,PixelSense,AX,400 nits,Microsoft Office 365 30-day trial,Yes,1000 gigabytes,15 inches,,15 inches,,Air,13.4 inches,Omnisonic Speakers,60Mhz,Yes,,,90 Days,,Display connection via USB port,,1000 gigabytes,Lithium-ion polymer,"$2,249.99Your price for this item is $2,249.99",0,Display connection via USB port,,No,,Microsoft,,"Microsoft - Geek Squad Certified Refurbished Surface Laptop 3 15"" Touch-Screen - AMD Ryzen 7 - 32GB Memory - 1TB SSD - Matte Black",Windows 10 Home,,9.6 inches,AMD Ryzen 7 Microsoft Surface Edition,AMD Ryzen 7 Microsoft Surface Edition,,90 days,,,2496 x 1664,,0,Built for Windows Ink (Active),Lithium-ion polymer,,,400064632900,Black,60Mhz,,No,Yes,SSD,No,,32 gigabytes,11.5 hours,None,32 gigabytes,,Yes,GSRF VFP-00001,0,,,Wi-Fi,,,SSD,,AMD Radeon RX Vega 11,LCD,,,0,,,,No,,,720p,Yes,https://www.bestbuy.com/site/microsoft-geek-squad-certified-refurbished-surface-laptop-3-15-touch-screen-amd-ryzen-7-32gb-memory-1tb-ssd-matte-black/6463290.p?skuId=6463290,,Cortana,Aluminum,No,,No,,,No,No,,,Matte Black,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6463/6463290_sd.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon RX Vega 11,2019,,,,,0,,0,Integrated,Facial recognition,DDR4,No,Yes
,,,,,,None,,,,Yes,Wide stereo sound,,2 gigahertz,,,,Siri,512 gigabytes,,10 hours,,4-core (quad-core),,,,,,2024-12-05 04:30:10,,3.1 pounds,,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 512GB SSD",,2560 x 1600 (Retina),,,,,Not provided,,Be the first to write a review,,0.61 inches,,,61 watts,,Intel,Yes,,Yes,2 gigahertz,,,,Intel,,Gold,,AC,,,No,512 gigabytes,13.3 inches,,13.3 inches,,,12 inches,Stereo speakers with high dynamic range,,Yes,,,90 Days,,4 x Thunderbolt 3,,512 gigabytes,Lithium-polymer,$899.99Your price for this item is $899.99,,4 x Thunderbolt 3,,No,3733 megahertz,Apple,,"Apple - Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 512GB SSD - Space Gray",Mac OS,,8.36 inches,Intel 10th Generation Core i5,Intel 10th Generation Core i5,"Force touch trackpad, Siri, Touch ID sensor, True Tone",90 days,,,2560 x 1600 (Retina),,,,Lithium-polymer,,,400064375753,Space Gray,,Thunderbolt,,Yes,SSD,,,16 gigabytes,10 hours,,16 gigabytes,,Yes,TI-GSRF MWP42LL/A,,,,Wi-Fi,,,SSD,,Intel Iris Plus Graphics,LED,,,,,,,,,,720p,,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i5-16gb-memory-512gb-ssd-space-gray/6437575.p?skuId=6437575,,,Aluminum,,,No,,,,,,,Space Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6437/6437575_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Plus Graphics,2020,,,,,4,,,Integrated,,LPDDR4X,No,No
,,,,,,,,,,No,THX Spatial Audio,,,,,,,256 gigabytes,,,,,,,,PCIe,,2024-12-05 04:30:17,,,,"Geek Squad Certified Refurbished Razer Book 13.4"" Touch Screen Laptop - Intel Core i7 - 16GB Memory - 256GB SSD",Yes,1920 x 1200 (WUXGA),,,,,1165G7,,Be the first to write a review,,0.6 inches,,,,,Intel,Yes,,Yes,,,,,,,,,,,,Yes,256 gigabytes,13.4 inches,,13.4 inches,,,11.6 inches,Stereo Speakers,,Yes,,1,90 Days,,,,256 gigabytes,Lithium-ion,"$1,439.99Your price for this item is $1,439.99",,,,No,,Razer,,"Geek Squad Certified Refurbished Razer Book 13.4"" Touch Screen Laptop - Intel Core i7 - 16GB Memory - 256GB SSD",Windows 10 Home,,7.8 inches,Intel 11th Generation Core i7 Evo Platform,Intel 11th Generation Core i7 Evo Platform,,90 days,,,1920 x 1200 (WUXGA),,,,Lithium-ion,,,400064482697,,,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,GSRF RZ09-03571EM1-R3U1,,,,,,,SSD,,,,,,2,,,,,,,720p,,https://www.bestbuy.com/site/geek-squad-certified-refurbished-razer-book-13-4-touch-screen-laptop-intel-core-i7-16gb-memory-256gb-ssd/6448269.p?skuId=6448269,,,Aluminum,,,No,,,RGB,,,,,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6448/6448269_rd.jpg;maxHeight=640;maxWidth=550;format=webp,,,,,,64-bit,2,,,,,LPDDR4X,No,Yes
,,,,,,,,,,No,,3,,,,,,512 gigabytes,,,,,,,,,,2024-12-05 04:30:26,,3.31 pounds,,"Pre-Owned Flex 5i 14"" Laptop Intel Core i3-1115G4 8GB Ram 256GB SSD W11H in S Mode",,1920 x 1080 (Full HD),,,"2 x USB-A 3.2, 1 x USB-C 3.2",,1115G4,,(14 Reviews),,,,,,,Intel,Yes,,,,,,,Intel,,,,,,,Yes,512 gigabytes,14 inches,,14 inches,,,,,,Yes,,,90 Days,,1 x HDMI 1.4,,512 gigabytes,Lithium-ion,$299.99Your price for this item is $299.99,0,1 x HDMI 1.4,,No,,Lenovo,,"Lenovo - Pre-Owned Flex 5i 14"" Laptop Intel Core i3-1115G4 8GB Ram 256GB SSD W11H in S Mode - Gray",Windows 11 Home in S Mode,,,Intel 11th Generation Core i3,Intel 11th Generation Core i3,,90 days,,,1920 x 1080 (Full HD),,0,,Lithium-ion,,,840347600002,Gray,,,,No,SSD,,,8 gigabytes,,,8 gigabytes,,No,82HS00R6US,,,,"Wi-Fi, Bluetooth",,,SSD,,Intel UHD Graphics,,,,,,,,,,,,Yes,https://www.bestbuy.com/site/lenovo-pre-owned-flex-5i-14-laptop-intel-core-i3-1115g4-8gb-ram-256gb-ssd-w11h-in-s-mode-gray/6527730.p?skuId=6527730,,Amazon Alexa,,,,,3.3,,,,,,Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/8cce3968-104b-4c1f-b6fb-a4bfb33becfe.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics,2021,,,,,0,,1,Integrated,,DDR4,No,Yes
,Retina Display,,,,,,,,,No,,2,,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:30:34,,2.8 pounds,,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i3 Touch ID - 8GB Memory - 256GB SSD (2020)",Yes,2560 x 1600,,,None,,Not provided,,(3 Reviews),,,,,,,Intel,Yes,,,,,,,Intel,,,Retina Display,,,,No,256 gigabytes,13.3 inches,,13.3 inches,,Air,12.8 inches,Stereo speakers,,,,,1 year,,2 x Thunderbolt 3,,256 gigabytes,Lithium-polymer,$489.99Your price for this item is $489.99,,2 x Thunderbolt 3,,No,3733 megahertz,Apple,,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i3 Touch ID - 8GB Memory - 256GB SSD (2020) - Space Gray",Mac OS,,8.94 inches,Intel 5th Generation Core i3,Intel 5th Generation Core i3,,1 year,,,2560 x 1600,,,,Lithium-polymer,,,698769203208,Space Gray,,,,No,SSD,,,8 gigabytes,,,8 gigabytes,,No,MWTJ2LL/A,,,,Wi-Fi,,,SSD,,Intel Iris Plus Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/apple-macbook-air-13-3-certified-refurbished-intel-core-i3-touch-id-8gb-memory-256gb-ssd-2020-space-gray/6458398.p?skuId=6458398,,,Aluminum,,,,5.0,,,,,Multi-touch,Space Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6458/6458398_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Plus Graphics,2020,,,,,,,,Integrated,,LPDDR3,Yes,No
,,,,,,None,,,,Yes,,3,,,,,No,256 gigabytes,,11.5 hours,,4-core (quad-core),,,3-cell,PCIe,,2024-12-05 04:30:40,,4.58 pounds,,"17.3"" HD+ Laptop - AMD Ryzen 3 7320U - 8GB Memory - 256GB SSD",,1600 x 900 (HD+),,,"1 x USB-C 3.0, 2 x USB-A 3.0",,7320U,,"(1,180 Reviews)",,0.78 inches,,No,45 watts,,AMD,Yes,,Yes,,,,,AMD Radeon,,Silver,,,,,No,256 gigabytes,17.3 inches,,17.3 inches,,,15.78 inches,,,Yes,,,1 year,,1 x HDMI 1.4,,256 gigabytes,Lithium-ion polymer,$137.99Your price for this item is $137.99,,1 x HDMI 1.4,,No,5500 megahertz,HP,,"HP - 17.3"" HD+ Laptop - AMD Ryzen 3 7320U - 8GB Memory - 256GB SSD - Natural Silver",Windows 11 Home,,10.15 inches,AMD Ryzen 3 7000 Series,AMD Ryzen 3 7000 Series,,1 year,,,1600 x 900 (HD+),,,,Lithium-ion polymer,,,196548785797,Silver,,,No,No,SSD,,,8 gigabytes,11.5 hours,,8 gigabytes,,No,17-cp2033dx,0,,,"Bluetooth, Wi-Fi",,,SSD,,AMD Radeon,LED,,,,,,,No,,,720p,Yes,https://www.bestbuy.com/site/hp-17-3-hd-laptop-amd-ryzen-3-7320u-8gb-memory-256gb-ssd-natural-silver/6554443.p?skuId=6554443,,,,,,Yes,4.7,,,,L3,,Natural Silver,,,Wi-Fi 5,4 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/12d847bb-b707-42dd-b18a-ebd1f29132bd.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2023,,,4.1 gigahertz,,,,1,Integrated,Privacy camera,LPDDR5,Yes,No
,,,,,,,,,,No,,,,,,,,512 gigabytes,,,,,,,,,,2024-12-05 04:30:46,,5.06 pounds,,"Refurbished Lenovo Thinkpad L14 G3 14"" Touch Laptop Ryzen 5 PRO 5675U 16GB 512GB SSD W11H",,1366 x 768 (HD),,,,,PRO 5675U,,Be the first to write a review,,,,,,,AMD,Yes,,,,,,,AMD Radeon,,,,,,,Yes,512 gigabytes,14 inches,,14 inches,,,,,,,,,90 Days,,1 x HDMI 1.4,,512 gigabytes,Lithium-ion,$349.99Your price for this item is $349.99,,1 x HDMI 1.4,,No,,Lenovo,,"Refurbished Lenovo Thinkpad L14 G3 14"" Touch Laptop Ryzen 5 PRO 5675U 16GB 512GB SSD W11H - Black",Windows 11 Home,,,AMD Ryzen 5 5000 Series PRO,AMD Ryzen 5 5000 Series PRO,,90 days,,,1366 x 768 (HD),,,,Lithium-ion,,,840347645164,Black,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,21C6X01200,,,,,,,SSD,,AMD Radeon,,,,,,,,,,,,,https://www.bestbuy.com/site/refurbished-lenovo-thinkpad-l14-g3-14-touch-laptop-ryzen-5-pro-5675u-16gb-512gb-ssd-w11h-black/6607675.p?skuId=6607675,,,,,,,,,,,,,Black,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/f64024a8-5f61-49c4-92c3-b2c58bf9e186.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2021,,,,,,,,Integrated,,DDR4,No,Yes
,,,,,,,,,,No,,,,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:30:53,,3.31 pounds,,"HP Elitebook 745 G6 Laptop, AMD Ryzen 5 Pro 3500U 2.10GHZ, 16GB RAM, 256GB SSD Windows 10 Pro-64- Refurbished",,1920 x 1080 (Full HD),,,,,Ryzen 5 PRO 3500U,,(3 Reviews),,,,,,,AMD,Yes,,,,,,,AMD Radeon,,,,,,,No,256 gigabytes,14 inches,,14 inches,,,,,,,,,18 Months,,1 x HDMI,,256 gigabytes,Lithium-ion,$239.00Your price for this item is $239.00,,1 x HDMI,,No,,HP,,"HP Elitebook 745 G6 Laptop, AMD Ryzen 5 Pro 3500U 2.10GHZ, 16GB RAM, 256GB SSD Windows 10 Pro-64- Refurbished - Silver",Windows 10 Pro,,,AMD Ryzen 5 3000 series PRO,AMD Ryzen 5 3000 series PRO,,18 Months,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840415224208,Silver,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,HP.745G6.R5P.3500U.16.256.W10P,,,,,,,SSD,,AMD Radeon,,,,,,,,,,,,,https://www.bestbuy.com/site/hp-elitebook-745-g6-laptop-amd-ryzen-5-pro-3500u-2-10ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-silver/6598981.p?skuId=6598981,,,,,,,3.3,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/583713c1-137d-40bd-94ae-98a3c08af6d9.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2014,,,,,,,,Integrated,,DDR4,No,No
,,,,,,,,,,No,,,,,,,,256 gigabytes,,,,,,,,,,2024-12-05 04:30:59,,3.6 pounds,,"Latitude 7400 Refurbished Laptop - Intel i5-8365U 16GB RAM, 256GB SSD Windows 10 Pro",,1920 x 1080 (Full HD),,,,,Core i5-8365U,,Be the first to write a review,,,,,,,Intel,Yes,,,,,,,Intel,,,,,,,No,256 gigabytes,14 inches,,14 inches,,,,,,,,,18 Months,,1 x HDMI,,256 gigabytes,Lithium-ion,$254.99Your price for this item is $254.99,,1 x HDMI,,No,,Dell,,"Dell - Latitude 7400 Refurbished Laptop - Intel i5-8365U 16GB RAM, 256GB SSD Windows 10 Pro - Gray",Windows 10 Pro,,,Intel 8th Generation Core i5,Intel 8th Generation Core i5,,18 Months,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,840415224444,Gray,,,,No,SSD,,,16 gigabytes,,,16 gigabytes,,No,DL.7400.I5.8365U.16.256.W10P,,,,,,,SSD,,Intel Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/dell-latitude-7400-refurbished-laptop-intel-i5-8365u-16gb-ram-256gb-ssd-windows-10-pro-gray/6599005.p?skuId=6599005,,,,,,,,,,,,,Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5b1e3ef9-51ec-461c-9c77-faf62f9f0c38.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2018,,,,,,,,Integrated,,DDR4,No,No
