Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),No_of_Reviews
Dell,Alienware m18 R2 Laptop,Alienware m18 R2 Laptop,Intel,Core i9,SSD,Windows 11 Home,2560x1600 MP,,,2499.99,True,2024-11-04 20:38:21,https://www.amazon.com/Dell-Alienware-m18-R2-Laptop/dp/B0D784W7TW/ref=sr_1_1332?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1332,Amazon,1000,18.0,32,0,14.65 x 6.69 x 16.73 inches,8.0,
Apple,MacBook Pro,MKGQ3LL/A,Apple,Apple M1,SSD,Mac OS,3024 x 1964 Pixels,4.8,4.0,1566.69,True,2024-11-04 20:38:26,https://www.amazon.com/Apple-MacBook-14-inch-10%E2%80%91core-16%E2%80%91core/dp/B09JQQM86S/ref=sr_1_1333?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1333,Amazon,2048,14.0,16,156,0.61 x 12.31 x 8.71 inches,3.52,
Lenovo,Lenovo Legion Pro 7i Laptop,Lenovo Legion Pro 7i Laptop,Intel,Intel Core i9,SSD,Windows 11 Pro,2736 x 1824 Pixels,4.8,,3259.99,True,2024-11-04 20:38:30,https://www.amazon.com/Lenovo-Legion-Pro-7i-Laptop/dp/B0DCBNT9DH/ref=sr_1_1334?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1334,Amazon,8192,16.0,64,116,1.02 x 10.32 x 14.31 inches,5.78,
Lenovo,Lenovo ThinkBook,Intel Core i7-1255U,Intel,Core i7 Family,SSD,Windows 11 Pro,1920 x 1080 Pixels,3.7,,759.98,True,2024-11-04 20:38:35,https://www.amazon.com/Lenovo-ThinkBook-i7-1255U-Business-Fingerprint/dp/B0CFQP18D6/ref=sr_1_1335?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1335,Amazon,2048,15.6,40,15,0.74 x 14.10 x 9.25 inches,3.75,
HP,TPN-I139,,Intel,1355U,SSD,Windows 11 Home,1600 x 900 Pixels,3.8,,969.41,True,2024-11-04 20:38:39,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTExNDg4ODc5NDk3ODA3OjE3MzA2NzY5OTA6c3BfbXRmX2Jyb3dzZTozMDA0Mjk1OTMyNzAyMDI6OjA6Og&url=%2FHP-Premium-Touchscreen-i7-1355U-External%2Fdp%2FB0DDTQKJ9Z%2Fref%3Dsr_1_1336_sspa%3Fdib%3DeyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o%26dib_tag%3Dse%26qid%3D1730676990%26s%3Dpc%26sr%3D1-1336-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,64,4,0.78 x 10.15 x 15.78 inches,4.6,
Lenovo,Lenovo,,Intel,1165G7,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.5,,549.99,True,2024-11-04 20:38:43,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTExNDg4ODc5NDk3ODA3OjE3MzA2NzY5OTA6c3BfbXRmX2Jyb3dzZTozMDAzODcwMjI5MzY2MDI6OjA6Og&url=%2FLenovo-Computer-Ideapad-i7-1165G7-Bluetooth%2Fdp%2FB0DFPXGL2D%2Fref%3Dsr_1_1337_sspa%3Fdib%3DeyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o%26dib_tag%3Dse%26qid%3D1730676990%26s%3Dpc%26sr%3D1-1337-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,1024,14.0,8,3,0.78 x 8.33 x 12.66 inches,3.1,
HP,HP Laptop,,Intel,Core i3,SSD,Windows 11 Pro,1366 x 768 Pixels,4.8,,499.99,True,2024-11-04 20:38:47,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTExNDg4ODc5NDk3ODA3OjE3MzA2NzY5OTA6c3BfbXRmX2Jyb3dzZTozMDA0Mzk0NzY3MjIzMDI6OjA6Og&url=%2FHP-Business-Computer-Microsoft-Earphones%2Fdp%2FB0DHYFW9QK%2Fref%3Dsr_1_1338_sspa%3Fdib%3DeyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o%26dib_tag%3Dse%26qid%3D1730676990%26s%3Dpc%26sr%3D1-1338-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,15.6,32,11,0.78 x 9.31 x 14.14 inches,4.6,
Lenovo,Lenovo 500E,81ES0007US,Intel,Celeron N3450,SSD,Chrome OS,1366 x 768 MP,3.9,5.0,60.0,True,2024-11-04 20:38:53,https://www.amazon.com/Lenovo-Chromebook-Laptop-Celeron-Renewed/dp/B0B4BK92GK/ref=sr_1_1339?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1339,Amazon,32,11.6,4,531,3.00 x 9.00 x 13.00 inches,4.07,
ASUS,FX507VI-F15.I74070,FX507VI-F15.I74070,Intel,Core i7 Family,SSD,Windows 11 Home,1920 x 1080 Pixels,4.4,,1429.0,True,2024-11-04 20:38:57,https://www.amazon.com/ASUS-Display-i7-13620H-i9-12900-GeForce/dp/B0D85B8DNM/ref=sr_1_1340?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1340,Amazon,2048,15.6,64,13,0.89 x 9.92 x 13.97 inches,4.85,
HP,ZBook Firefly G11,ZBook Firefly G11,Intel,Intel Core Ultra 7,SSD,Windows 11 Pro,1920x1200 Pixels,5.0,,1599.0,True,2024-11-04 20:39:00,https://www.amazon.com/ZBook-Firefly-G11-Workstation-Fingerprint/dp/B0DDRVQZBJ/ref=sr_1_1341?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1341,Amazon,2048,14.0,64,2,1.00 x 13.00 x 8.80 inches,3.0,
Alienware,m16 R2,,Intel,Core i7,SSD,Windows 11 Home,2560 x 1600 pixels,,,1869.99,True,2024-11-04 20:39:04,https://www.amazon.com/Alienware-16-Core-GeForce-Thunderbolt-Win11Home/dp/B0D8G6QDJS/ref=sr_1_1342?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1342,Amazon,2048,16.0,16,0,0.93 x 14.33 x 9.81 inches,5.75,
ASUS,TUF Gaming A17,FA706IH-RS53,AMD,Ryzen 5,SSD,Windows 11 Home,1920x1080 Pixels,4.4,5.0,810.45,True,2024-11-04 20:39:08,https://www.amazon.com/ASUS-IPS-Type-Display-Keyboard-FA706IH-RS53/dp/B0B728K77Q/ref=sr_1_1343?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1343,Amazon,512,17.3,8,133,10.95 x 1.02 x 15.71 inches,5.73,
Apple,MacBook Pro 15-inch,Mr932ll/a,Intel,Core i9,SSD,Mac OS,1920 x 1080 Pixels,4.1,4.0,478.97,True,2024-11-04 20:39:12,https://www.amazon.com/Apple-MacBook-2-9GHz-15-Inch-Storage/dp/B09BSQ2J18/ref=sr_1_1344?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1344,Amazon,512,15.4,16,90,0.60 x 9.50 x 16.80 inches,4.0,
Lenovo,Legion 5 16IRX9,Legion 5 16IRX9,Intel,Core i9,SSD,Windows 11 Home,2560 x 1600 Pixels,4.7,,1836.12,True,2024-11-04 20:39:16,https://www.amazon.com/Lenovo-Legion-i9-14900HX-GeForce-2175MHz/dp/B0D486BSCP/ref=sr_1_1345?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1345,Amazon,2048,16.0,32,9,0.78 x 10.33 x 14.16 inches,5.2,
Lenovo,Lenovo ThinkPad E15 Gen 2,,Intel,Core i7,SSD,Windows 10 Pro,1920x1080,,,919.95,True,2024-11-04 20:39:21,https://www.amazon.com/Lenovo-ThinkPad-Business-i7-1165G7-Fingerprint/dp/B0DDRKP357/ref=sr_1_1346?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1346,Amazon,2048,15.6,32,0,11.00 x 3.00 x 17.00 inches,6.0,
Dell,Latitude,Latitude 5540 Laptop,Intel,Core i7,SSD,Windows 11 Pro,1920x1080 MP,5.0,,1059.0,True,2024-11-04 20:39:25,https://www.amazon.com/Dell-Latitude-5540-Laptop-i7-512GB/dp/B0C7ZFP5Q3/ref=sr_1_1347?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1347,Amazon,512,15.6,16,3,0.74 x 14.11 x 9.27 inches,3.99,
Lenovo,Lenovo ThinkPad T14 Gen 4,Lenovo ThinkPad T14 Gen 4,Intel,Core i5,SSD,Windows 11 Pro,1920x1200 Pixels,,,899.95,True,2024-11-04 20:39:29,https://www.amazon.com/Lenovo-ThinkPad-T14-Gen-Business/dp/B0DC73K9PX/ref=sr_1_1348?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1348,Amazon,512,14.0,16,0,11.00 x 3.00 x 17.00 inches,6.0,
Dell,Dell Latitude,Latitude 5400,Intel,Core i5,SSD,Windows 10 Pro,1366 x 768 pixels,4.8,,179.7,True,2024-11-04 20:39:34,https://www.amazon.com/Dell-Latitude-5400-Certified-Refurbished/dp/B07ZG9TJDT/ref=sr_1_1349?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1349,Amazon,256,14.0,8,17,1.00 x 1.00 x 1.00 inches,5.0,
Lenovo,ThinkPad E14 Gen 6,,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1200 pixels,,,869.0,True,2024-11-04 20:39:38,https://www.amazon.com/Lenovo-ThinkPad-Graphics-Thunderbolt-Expander/dp/B0DDDXSNPM/ref=sr_1_1350?dib=eyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o&dib_tag=se&qid=1730676990&s=pc&sr=1-1350,Amazon,512,14.0,16,0,1.00 x 12.35 x 8.60 inches,3.3,
HP,HP,,Intel,Intel Core i3-N305,SSD,Windows 11 Pro,1366 X 768 Pixels,4.0,,409.99,True,2024-11-04 20:39:41,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTExNDg4ODc5NDk3ODA3OjE3MzA2NzY5OTA6c3BfYnRmX2Jyb3dzZTozMDA1MTAxOTYzOTkwMDI6OjA6Og&url=%2FHP-Computer-Display-Business-Portable%2Fdp%2FB097THXGXT%2Fref%3Dsr_1_1351_sspa%3Fdib%3DeyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o%26dib_tag%3Dse%26qid%3D1730676990%26s%3Dpc%26sr%3D1-1351-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,512,14.0,16,2,1.00 x 10.00 x 19.00 inches,3.1,
HP,TPN-I139_767L0AV,TPN-I139_767L0AV,Intel,Core i7 Family,SSD,Windows 11 Home,1600 x 900 Pixels,,,899.0,True,2024-11-04 20:39:45,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTExNDg4ODc5NDk3ODA3OjE3MzA2NzY5OTA6c3BfYnRmX2Jyb3dzZTozMDA0OTg3OTc2Mjc3MDI6OjA6Og&url=%2FHP-Portable-Touchscreen-i7-1355U-Fingerprint%2Fdp%2FB0DGLYBPQW%2Fref%3Dsr_1_1352_sspa%3Fdib%3DeyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o%26dib_tag%3Dse%26qid%3D1730676990%26s%3Dpc%26sr%3D1-1352-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,17.3,16,0,0.78 x 10.15 x 15.78 inches,8.0,
HP,17-cn2083dx,17-cn2083dx,Intel,Intel Core i3,SSD,Windows 11 Pro,1920 X 1080 Pixels,5.0,,599.99,True,2024-11-04 20:39:48,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1OTExNDg4ODc5NDk3ODA3OjE3MzA2NzY5OTA6c3BfYnRmX2Jyb3dzZTozMDA1MDU2MDc4NjAxMDI6OjA6Og&url=%2FHP-AI-Powered-Computer-Portable-Bluetooth%2Fdp%2FB0DKF7J62Q%2Fref%3Dsr_1_1353_sspa%3Fdib%3DeyJ2IjoiMSJ9.YZ1MCZhpKoxIKZkoyK7c3mrZnTv--zeXdJ388GFZI4IiixSEd5Mj4bNgZSYhaLHKu8S5WinMRzd3-Ul1EqBydlox29e87x9SPygMp1fOKRFl_OR1zSsRftlANiRgUwX2cuLjRFIbYaBjV8Ly6vOCQPaHgE3OiQ77_-v1WSRtQGEV104SAHLKbaYol-CCzZ9SxRiv56P8xLZCzKR43SlNGPkZ0DrxMfrnQkhzKhqTWdBpG6nwdH4K0--xg5GrE9RUlycGO1uycpBpUsVIGbJ4BO-_XRqkNCGS4a2AFiPd2Yw.-5JvkqGdzie87dH9C9VTzwxoCvImMOzrr0SMQoaRs4o%26dib_tag%3Dse%26qid%3D1730676990%26s%3Dpc%26sr%3D1-1353-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,1000,17.3,16,1,1.00 x 12.00 x 19.00 inches,4.6,
