Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Storage,Rating,Screen_Size,RAM,Source
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
Acer,One,Intel,Windows 11,Core i3 11th Gen 1115G4,571.0,321.42,SSD,512,4.2,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,214.0,631.06,SSD,512,4.1,12.0,16,Flipkart
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
Acer,One,Intel,Windows 11,Core i3 11th Gen 1115G4,571.0,321.42,SSD,512,4.2,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,214.0,631.06,SSD,512,4.1,12.0,16,Flipkart
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
Acer,Swift Go 14 OLED EVO,Intel,Windows 11,Core i7 13th Gen 13700H,21.0,857.33,SSD,1024,4.4,13.0,16,Flipkart
Acer,One,Intel,Windows 11,Core i3 11th Gen 1115G4,571.0,321.42,SSD,512,4.2,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,214.0,631.06,SSD,512,4.1,12.0,16,Flipkart
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
Acer,Swift Go 14 OLED EVO,Intel,Windows 11,Core i7 13th Gen 13700H,21.0,857.33,SSD,1024,4.4,13.0,16,Flipkart
Acer,One,Intel,Windows 11,Core i3 11th Gen 1115G4,571.0,321.42,SSD,512,4.2,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,214.0,631.06,SSD,512,4.1,12.0,16,Flipkart
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
Acer,One,Intel,Windows 11,Core i3 11th Gen 1115G4,571.0,321.42,SSD,512,4.2,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,214.0,631.06,SSD,512,4.1,12.0,16,Flipkart
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
Acer,One,Intel,Windows 11,Core i3 11th Gen 1115G4,571.0,321.42,SSD,512,4.2,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,214.0,631.06,SSD,512,4.1,12.0,16,Flipkart
Acer,Aspire 3,Intel,Windows 11,Celeron Dual Core N4500,25.0,249.97,SSD,512,3.8,11.0,8,Flipkart
Acer,Aspire 7,Intel,Windows 11,Core i5 12th Gen 12450H,154.0,654.88,SSD,512,4.2,12.0,16,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
CHUWI,CHUWI,Intel,Windows 11,Celeron Dual Core 11th Gen N4020,88.0,202.33,SSD,256,3.7,11.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
DELL,DELL,Intel,Windows 11,Core i3 12th Gen 1215U,201.0,413.84,SSD,512,4.1,12.0,8,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen,38.0,702.51,SSD,512,4.4,12.0,16,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen 12450H,38.0,654.88,SSD,512,4.4,12.0,8,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Omen,Intel,Windows 11,Core i7 13th Gen 13700HX,10.0,1232.46,SSD,512,4.2,13.0,16,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen,38.0,702.51,SSD,512,4.4,12.0,16,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen 12450H,38.0,654.88,SSD,512,4.4,12.0,8,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen,38.0,702.51,SSD,512,4.4,12.0,16,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen 12450H,38.0,654.88,SSD,512,4.4,12.0,8,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Omen,Intel,Windows 11,Core i7 13th Gen 13700HX,10.0,1232.46,SSD,512,4.2,13.0,16,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen,38.0,702.51,SSD,512,4.4,12.0,16,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen 12450H,38.0,654.88,SSD,512,4.4,12.0,8,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Omen,Intel,Windows 11,Core i7 13th Gen 13700HX,10.0,1232.46,SSD,512,4.2,13.0,16,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Omen,Intel,Windows 11,Core i7 13th Gen 13700HX,10.0,1232.46,SSD,512,4.2,13.0,16,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Omen,Intel,Windows 11,Core i7 13th Gen 13700HX,10.0,1232.46,SSD,512,4.2,13.0,16,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen,38.0,702.51,SSD,512,4.4,12.0,16,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,Victus,Intel,Windows 11,Core i5 12th Gen 12450H,38.0,654.88,SSD,512,4.4,12.0,8,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Victus 15,Intel,Windows 11,Core i5 13th Gen 13420H,18.0,893.06,SSD,512,4.3,13.0,16,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Chromebook,Chromebook,Chrome,Intel Celeron Quad Core N4120,110.0,238.06,EMMC,64,4.0,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
HP,Laptop,AMD,Windows 11,Ryzen 3 Quad Core 5300U,482.0,369.17,SSD,512,4.3,11.0,8,Flipkart
HP,HP,AMD,Windows 11,Ryzen 5 Hexa Core 5500U,268.0,511.97,SSD,512,4.3,16.0,16,Flipkart
HP,15s,AMD,Windows 11,Ryzen 3 Quad Core 5300U,405.0,386.92,SSD,512,4.2,16.0,8,Flipkart
HP,HP,Intel,Windows 11,Core i3 12th Gen 1215U,499.0,452.53,SSD,512,4.2,12.0,8,Flipkart
HP,Chromebook MediaTek MT8183,Chromebook,Chrome,MediaTek MT8183,501.0,142.79,EMMC,32,3.8,16.0,4,Flipkart
