Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Rating,Screen_Size,RAM,Source
HP,Laptop,Intel,Windows 11 Home,Core i5,383,569.99,SSD,4.4,15.6,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1369.0,SSD,4.0,16.0,64,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,11,1159.0,SSD,4.0,16.0,40,Amazon
Oemgenuine,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i5,42,799.95,SSD,4.5,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,Elite,Intel,Windows 11 Pro,Ryzen 3,7,449.68,SSD,4.2,15.6,32,Amazon
HP,"2024 Newest HP 14"" Chromebook",Intel,Chrome OS,Celeron N,32,206.1,EMMC,4.5,14.0,4,Amazon
NIAKUN,LAITMIN-G5,AMD,Windows 11 Pro,AMD Ryzen 7 5700U,19,599.99,SSD,4.4,15.6,16,Amazon
Lenovo,Idea Premium Series,Intel,Windows 11 Pro,Core i3,444,669.0,SSD,4.4,15.6,40,Amazon
HP,TPN-C160,Intel,Windows 11 Pro,Core i7 Family,91,1329.99,SSD,4.4,17.3,64,Amazon
HP,TPN-Q221,Intel,Windows 11 Home,Celeron N,8,339.0,SSD,4.2,14.0,16,Amazon
ACEMAGIC,AX16PRO,AMD,Windows 11,AMD Ryzen 7,28,759.54,SSD,3.9,16.1,16,Amazon
ist computers,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i7,9,999.99,SSD,4.3,16.0,40,Amazon
HP,TPN-I140,AMD,Windows 11 Home,Ryzen 5,86,620.02,SSD,4.4,17.3,32,Amazon
Apple,MacBook Pro,Intel,OS X 10.9 Mavericks,Core i7,797,348.19,SSD,4.3,15.4,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,HP 14 Laptop,Intel,Windows 11 Home,Celeron,71,279.98,SSD,4.6,14.0,16,Amazon
Lenovo,X1 Carbon Gen 11,Intel,Windows 11 Pro,Core i7,3,1390.76,SSD,4.4,14.0,32,Amazon
ASUS,F1502Z,Intel,Windows 11 Home,Core i7 Family,46,639.0,SSD,4.4,15.6,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 5,25,549.0,SSD,4.4,15.6,32,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron,606,53.0,SSD,4.4,11.6,4,Amazon
AimCare,Ideapad,Intel,Windows 11 S,Celeron,22,189.0,EMMC,4.4,14.0,4,Amazon
ASUS,F1505Z,Intel,Windows 11 Home,Core i7 Family,35,795.98,SSD,4.3,15.6,40,Amazon
acer,Aspire,AMD,Windows 11 Pro,Ryzen 5,39,599.0,SSD,4.4,15.6,32,Amazon
Dell,Dell Latitude 7400,Intel,Windows 11,Core i5,15,267.0,SSD,4.6,14.0,32,Amazon
ASUS,F1605Z,Intel,Windows 11 Home,Core i7 Family,35,615.0,SSD,4.4,16.0,24,Amazon
NIAKUN,NIABook,Intel,Windows 11 Pro,Celeron,36,359.99,SSD,4.3,16.1,16,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13,309.99,SSD,4.5,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,10,1296.71,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1299.0,SSD,4.0,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,999.0,SSD,4.1,16.0,40,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
HP,Essiential,Intel,Windows 11,Intel Core i3,2,699.0,SSD,4.4,17.3,40,Amazon
Dell,Latitude 5300 2-in-1,Intel,Windows 10 Pro,Intel Core i7,52,238.89,SSD,4.5,13.3,16,Amazon
Harry Potter,ProBook X360 11 G4 EE,Intel,Windows 10 Pro,Core i5 Family,1,119.99,SSD,4.5,11.6,8,Amazon
SAMSUNG,"Samsung 11.5"" Chromebook",Intel,Chrome OS,Celeron N,59,133.99,SSD,4.6,11.5,4,Amazon
Dell,Dell Mobile Workstation 7670,Intel,Windows 11 Pro,Core i7,7,1788.99,SSD,4.0,16.0,64,Amazon
HP,HP 14inch Touch Laptop,Intel,Windows 11,Celeron,27,229.99,SSD,4.5,14.0,4,Amazon
Lenovo,X1 Carbon Gen 11,Intel,Windows 11 Pro,Core i7,3,1390.77,SSD,4.4,14.0,32,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron,606,53.0,SSD,4.4,11.6,4,Amazon
MSI,Prestige 16 AI Evo B1MG-020US,Intel,Windows 11 Pro,Intel Mobile CPU,173,1549.0,SSD,4.0,16.0,32,Amazon
HP,TPN-I140,AMD,Windows 11 Home,Ryzen 5,86,620.02,SSD,4.4,17.3,32,Amazon
HP,15.6 FHD,Intel,Windows 11,Core i7,40,659.0,SSD,4.4,15.6,16,Amazon
acer,Chromebook 11 N7 C731,Intel,Chrome OS,Celeron,68,48.0,SSD,3.8,11.6,4,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,0,999.0,SSD,4.3,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
HP,TPN-C164,Intel,Windows 11 Pro,Intel Mobile CPU,0,1634.21,SSD,4.0,17.3,64,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i7,790,241.99,SSD,4.5,14.0,16,Amazon
Lenovo,Thinkpad T480,Intel,Windows 10 Pro,Core i5,376,199.0,SSD,4.4,14.0,16,Amazon
acer,CP314-1H-P1Q5,Intel,Chrome OS,Pentium,244,355.0,EMMC,4.3,14.0,8,Amazon
acer,CB315-3HT,Intel,Chrome OS,Celeron N4020,865,240.99,SSD,4.5,15.6,4,Amazon
Apple,MacBook Pro,Intel,OS X 10.9 Mavericks,Core i7,797,348.19,SSD,4.3,15.4,16,Amazon
Lenovo,IdeaPad Slim 5 16IRL8,Intel,Windows 11 Home,Core i7,16,439.99,SSD,4.5,16.0,16,Amazon
HP,3NU63UT,Intel,Chrome OS,Celeron N3350,600,94.95,SSD,4.5,14.0,4,Amazon
HP,HP 14 Laptop,Intel,Windows 11 Home,Celeron,71,279.98,SSD,4.6,14.0,16,Amazon
NIAKUN,NIABook,Intel,Windows 11 Pro,Celeron,36,359.99,SSD,4.3,16.1,16,Amazon
Dell,3520,Intel,Windows 11 Home,Intel Core i5,6,349.99,SSD,4.2,15.6,8,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5,220,369.0,SSD,4.3,13.3,8,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1229.0,SSD,4.0,16.0,64,Amazon
acer,Chromebook Spin 713,Intel,Chrome OS,Core i3-10110U,6,104.99,EMMC,4.4,13.5,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2,729.0,SSD,5.0,14.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
KOOFORWAY,P8,Intel,Windows 11 Pro,Others,73,469.0,SSD,4.4,8.0,12,Amazon
acer,Aspire,AMD,Windows 11 Pro,Ryzen 5,39,599.0,SSD,4.4,15.6,32,Amazon
Apple,MacBook Air,Intel,Mac OS,Core i5,289,170.07,SSD,4.5,13.0,8,Amazon
HP,HP,Intel,Windows 11 Home,Core i5-1235U,12,499.99,SSD,4.4,15.6,16,Amazon
Dell,3190 2in1,Intel,Windows 10 Pro,Pentium N5000,479,107.0,SSD,4.4,11.6,8,Amazon
ist computers,ProBook 450 G10,Intel,Windows 11 Pro,Intel Core i7,2,949.98,SSD,4.3,15.6,32,Amazon
HP,hp,Intel,Chrome OS,Celeron,66,56.0,EMMC,4.1,11.6,4,Amazon
Dell,Latitude 7210 2-in-1,Intel,Windows 10 Pro,Core i7,19,495.97,SSD,4.3,12.3,16,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i7,97,331.83,SSD,4.3,15.4,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
Razer,Razer Blade 16,Intel,Windows 11,Intel Core i9,45,3299.99,SSD,3.4,16.0,32,Amazon
HP,Notebook,Intel,Windows 11 Home,Core i5 Family,19,454.0,SSD,4.4,15.6,16,Amazon
Apple,MacBook Pro,Intel,Chrome OS,Core i5-3210M,234,107.84,SSD,4.4,13.3,8,Amazon
HP,Essential 17,Intel,Windows 11,Intel Core i7,17,999.0,SSD,4.3,17.3,64,Amazon
Apple,MacBook Pro 16-inch,Intel,Mac OS X 10.0 Cheetah,Core i7,148,569.99,SSD,4.4,16.0,16,Amazon
Lenovo,Yoga,Intel,Windows 11 Pro,Others,4,899.99,SSD,4.4,16.0,16,Amazon
LG,16T90SP-K.ADB9U1,Intel,Windows 11 Home,Intel Core Ultra 7,10,1889.0,SSD,4.0,16.0,32,Amazon
Lenovo,Lenovo V15-IKB,AMD,Windows 11 Pro,Ryzen 5,148,549.0,SSD,4.4,15.6,24,Amazon
Apple,MacBook Pro,Intel,macOS 10.13 High Sierra,Core i5,816,339.97,SSD,4.3,13.3,8,Amazon
HP,Notebook,Intel,Windows 11 Home,Core i5 Family,37,520.0,SSD,4.4,15.6,32,Amazon
ASUS,F1704ZA,Intel,Windows 11 Home,Pentium,10,539.0,SSD,4.4,17.3,12,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1299.0,SSD,4.0,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,10,1296.71,SSD,4.0,15.6,64,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
Microsoft,Surface Laptop,Intel,Windows 11,Intel Core i5,24,610.0,SSD,4.4,14.0,16,Amazon
ASUS,2024 Flagship ASUS Chromebook,Intel,Chrome OS,2.8 GHz,9,279.0,EMMC,4.6,17.3,4,Amazon
HP,Essiential,Intel,Windows 11,Intel Core i3,2,699.0,SSD,4.4,17.3,40,Amazon
Microsoft,Microsoft Surface Laptop 4,Intel,Windows 10 Home,AMD Ryzen 7,21,748.99,SSD,4.5,15.0,8,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5,220,369.0,SSD,4.3,13.3,8,Amazon
ASUS,Zephyrus Duo,AMD,Windows 11 Pro,Ryzen 9,41,3760.99,SSD,3.4,16.0,32,Amazon
Dell,Dell 11 Chromebook,Intel,Chrome OS,Celeron,3,98.99,SSD,4.5,11.0,4,Amazon
HP,"2024 Newest HP 14"" Chromebook",Intel,Chrome OS,Celeron N,23,217.08,EMMC,4.5,14.0,4,Amazon
Lenovo,ThinkPad L13 Yoga Laptop,Intel,Windows 10 Pro,Intel Core i5,33,404.97,SSD,4.2,13.3,16,Amazon
KOOFORWAY,P8,Intel,Windows 11 Pro,Others,73,469.0,SSD,4.4,8.0,12,Amazon
HP,Notebook,Intel,Windows 11 Home,Core i5 Family,37,520.0,SSD,4.4,15.6,32,Amazon
HP,HP,Intel,Windows 11 Home,Core i5-1235U,12,499.99,SSD,4.4,15.6,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,529.0,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,849.0,SSD,4.3,15.6,16,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,1,1159.0,SSD,4.4,16.0,64,Amazon
Razer,Blade 18,Intel,Windows 11 Home,Intel Core i9,7,3899.99,SSD,4.3,18.0,32,Amazon
HP,Notebook,Intel,Windows 11 Home,Core i5 Family,19,454.0,SSD,4.4,15.6,16,Amazon
Lenovo,IdeaPad 3 15IAU7,Intel,Windows 11 Home,Core i5 Family,2,819.95,SSD,5.0,15.6,40,Amazon
ist computers,ProBook 450 G10,Intel,Windows 11 Pro,Intel Core i7,2,949.98,SSD,4.3,15.6,32,Amazon
Dell,7490,Intel,Windows 10 Pro,Core i7-8650U,90,402.0,SSD,4.5,14.0,32,Amazon
Apple,MacBook Pro,Intel,macOS 10.13 High Sierra,Core i5,816,339.97,SSD,4.3,13.3,8,Amazon
Apple,MacBook Pro,Intel,Mac OS X 10.0 Cheetah,Core i9,103,589.6,SSD,4.4,16.0,16,Amazon
Lenovo,82XQ006RUS,AMD,Windows 11 Home,AMD Ryzen 5 3450U,30,485.0,SSD,4.4,15.6,8,Amazon
Lenovo,ThinkBook 15 G3 ACL,Intel,Windows 11 Pro,Core i7 Family,7,720.0,SSD,4.5,15.6,40,Amazon
HP,HP Stream,Intel,Windows 11 S,Pentium,21,349.0,EMMC,4.5,14.0,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1169.0,SSD,4.4,16.0,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2,729.0,SSD,5.0,14.0,64,Amazon
Oemgenuine,ThinkPad E15 Gen 2,AMD,Windows 10 Pro,Ryzen 5 4500U,2,829.95,SSD,4.4,15.6,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,1,729.0,SSD,1.0,14.0,64,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron N,41,182.0,EMMC,4.4,14.0,4,Amazon
HP,EliteBook 840 G10,Intel,Windows 11 Pro,Core i5,0,759.77,SSD,4.5,14.0,16,Amazon
Panasonic,CF53RL1A,Intel,Windows 10 Pro,Core i5-2520M,239,448.99,SSD,4.5,14.0,16,Amazon
Lenovo,Lenovo ThinkPad E15 Gen 2,AMD,Windows 10 Pro,Ryzen 5 4500U,5,380.0,SSD,4.3,15.6,16,Amazon
HP,HP,Intel,Windows 10 Pro,Core i3 Family,96,547.9,SSD,4.4,17.3,32,Amazon
Apple,MacBook Pro,Intel,macOS 10.15 Catalina,Core i5,220,438.97,SSD,4.4,13.0,8,Amazon
ZENAERO,AeonBook 2024,Intel,Windows 11 Pro,Celeron N,35,249.99,SSD,4.5,15.6,12,Amazon
INHONLAP,No,Intel,11 Pro,Celeron N4000,15,198.99,SSD,4.4,14.0,8,Amazon
HP,Newest HP 14 Inch Laptop,Intel,Windows 11 Home,Celeron N,41,259.0,EMMC,4.4,14.0,4,Amazon
Microsoft,Surface Laptop,Intel,Windows 11,Intel Core i5,24,610.0,SSD,4.4,14.0,16,Amazon
Lenovo,Lenovo Thinkpad,AMD,Windows 10 Pro,AMD Ryzen 7,0,479.0,SSD,4.4,15.6,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,899.0,SSD,4.3,14.0,64,Amazon
HP,HP Stream,Intel,Windows 11 S,Celeron N,338,220.5,EMMC,4.5,14.0,16,Amazon
HP,HP Stream,Intel,Windows 11 S,Pentium,21,349.0,EMMC,4.5,14.0,16,Amazon
Lenovo,"Lenovo 15"" Laptop",Intel,Windows 11,Pentium,155,219.99,SSD,4.5,15.0,8,Amazon
Lenovo,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i7,2,1049.99,SSD,4.4,16.0,32,Amazon
Apple,MacBook Pro,Intel,Mac OS X 10.0 Cheetah,Core i9,103,589.6,SSD,4.4,16.0,16,Amazon
ACEMAGIC,AX15,Intel,Windows 11,Intel Mobile CPU,11,899.99,SSD,4.3,16.0,16,Amazon
HP,Essential 17,Intel,Windows 11,Intel Core i7,4,1039.99,SSD,4.4,17.0,64,Amazon
HP,"2024 Newest HP 14"" Chromebook",Intel,Chrome OS,Celeron N,23,217.08,EMMC,4.5,14.0,4,Amazon
Dell,Latitude 5540,Intel,Windows 11 Pro,Core i5,0,1159.99,SSD,4.4,15.6,64,Amazon
ASUS,Zephyrus Duo,AMD,Windows 11 Pro,Ryzen 9,41,3760.99,SSD,3.4,16.0,32,Amazon
ist computers,ThinkPad E14 Gen 5,Intel,Windows 11 Pro,Core i5,2,799.98,SSD,4.5,14.0,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1079.0,SSD,4.0,16.0,32,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,999.0,SSD,4.1,16.0,40,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i5,2,929.0,SSD,4.1,15.6,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1229.0,SSD,4.0,16.0,64,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,14,1049.0,SSD,4.0,16.0,24,Amazon
ASUS,TUF Gaming A16,AMD,Windows 11,Ryzen 7,2,884.99,SSD,4.4,16.0,16,Amazon
Dell,Dell Latitude E5470,Intel,Windows 10 Pro,Core i5 Family,793,148.99,SSD,4.6,14.0,8,Amazon
Dell,Latitude 5420 Rugged,Intel,Windows 10 Pro,68LC040,7,929.95,SSD,4.3,14.0,32,Amazon
HP,Essential 17,Intel,Windows 11,Intel Core i7,17,999.0,SSD,4.3,17.3,64,Amazon
Lenovo,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i7,2,1049.99,SSD,4.4,16.0,32,Amazon
Lenovo,IdeaPad 3i,Intel,Windows 11 Home,Celeron N4020,236,161.99,SSD,4.5,14.0,4,Amazon
FUNYET,NY-01,Intel,Windows 11 Pro,Celeron,284,259.99,SSD,4.4,14.1,8,Amazon
Lenovo,"Lenovo 15"" Laptop",Intel,Windows 11,Pentium,155,219.99,SSD,4.5,15.0,8,Amazon
Apple,MR9Q2LL/A,Intel,macOS 10.14 Mojave,Core i7,72,448.98,SSD,4.4,13.3,16,Amazon
Dell,3520,Intel,Windows 11 Home,Intel Core i5,6,349.99,SSD,4.2,15.6,8,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,869.0,SSD,4.3,16.0,24,Amazon
Dell,Dell Inspiron,AMD,Windows 11 Pro,1.2GHz Cortex A8 Processor,0,649.0,SSD,4.4,15.6,36,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,949.0,SSD,4.3,14.0,32,Amazon
Panasonic,CF53RL1A,Intel,Windows 10 Pro,Core i5-2520M,239,448.99,SSD,4.5,14.0,16,Amazon
Apple,MacBook Pro,Intel,macOS 10.15 Catalina,Core i5,220,438.97,SSD,4.4,13.0,8,Amazon
Lenovo,Lenovo T480 T480s,Intel,Windows 10 Pro,Intel Core i5,162,201.5,SSD,4.5,14.0,16,Amazon
jumper,EZbook S7Max,Intel,Windows 11,Celeron,9,229.99,SSD,4.5,16.0,4,Amazon
ASUS,FA607PV-AS93,AMD,Windows 11 Home,Ryzen 9,8,1338.18,SSD,4.0,16.0,16,Amazon
Dell,Latitude 5540,Intel,Windows 11 Pro,Core i5,0,1159.99,SSD,4.4,15.6,64,Amazon
acer,Acer Chromebook Plus 514,Intel,Chrome OS,Intel Core i3,11,325.0,SSD,4.5,14.0,8,Amazon
HP,TPN-I139,Intel,Windows 11 Home,Core i7 Family,0,999.0,SSD,4.1,17.3,64,Amazon
Apple,MacBook Pro,Intel,macOS Big Sur,Intel Core i7,45,525.0,SSD,4.5,16.0,32,Amazon
Alienware,Alienware X16 R1 Gaming Laptop,Intel,Windows 11 Home,Core i9,165,2766.0,SSD,4.3,16.0,32,Amazon
HP,EliteBook 840 G10,Intel,Windows 11 Pro,Core i5,0,759.77,SSD,4.5,14.0,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,1.8 GHz a13,1,119.99,EMMC,4.5,10.1,2,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,629.0,SSD,4.4,14.0,16,Amazon
Dell,Dell Mobile Workstation 7670,Intel,Windows 11 Pro,Core i9,1,2099.99,SSD,4.0,16.0,64,Amazon
HP,TPN-C147,Intel,Windows 11 Home,Intel Mobile CPU,2,719.0,SSD,4.5,16.0,16,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron N,41,182.0,EMMC,4.4,14.0,4,Amazon
HP,"HP 11"" Laptop",Intel,Windows 11,Pentium,261,214.99,SSD,4.5,11.0,8,Amazon
HP,A14M,AMD,Windows 11 Home,AMD R Series,2,797.0,SSD,4.5,15.6,32,Amazon
Maxsignage,Notebook-NJP1561P,Intel,Windows 11 Home,Celeron,13,899.99,SSD,4.4,15.6,12,Amazon
ACEMAGIC,AX16,Intel,Windows 11,Intel Mobile CPU,4,379.95,SSD,5.0,16.0,16,Amazon
ist computers,ThinkPad T14,Intel,Windows 11 Pro,Core i5,17,949.98,SSD,4.3,14.0,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
HP,TPN-C169,Intel,Windows 11 Home,Core i7 Family,12,1199.0,SSD,4.4,16.1,32,Amazon
Lenovo,IdeaPad Slim 3 Chromebook,MediaTek,Chrome OS,MediaTek Helio,20,249.98,SSD,4.5,14.0,4,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i7,59,379.95,SSD,4.5,13.3,16,Amazon
CHUWI,HeroBook Pro Laptop,Intel,Windows 11,Celeron N4020,565,192.99,SSD,4.4,14.1,8,Amazon
HP,Chromebook 14,Intel,Chrome OS,Celeron,9,209.99,SSD,4.2,14.0,4,Amazon
acer,Acer Chromebook Plus 514 Laptop CB514-3HT-R8RB,AMD,Chrome OS,Ryzen 3,101,370.0,EMMC,4.3,14.0,8,Amazon
Lenovo,Legion Pro 9i Gen 9,Intel,Windows 11 Home,Core i9,2,3699.95,SSD,4.2,16.0,32,Amazon
HP,TPN-I139,Intel,Windows 11 Home,Pentium,42,530.1,SSD,4.4,17.3,16,Amazon
HP,FCFSV,Intel,Windows 11 S,Pentium Other,78,549.0,SSD,4.4,17.3,20,Amazon
Lenovo,Lenovo,Intel,Windows 11 Home,Core i3-1215U,33,519.0,SSD,4.4,15.6,24,Amazon
Microsoft,Microsoft Surface Laptop 5,Intel,Windows 11 Pro,Core i7,3,1680.18,SSD,4.0,15.0,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1299.0,SSD,4.0,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
HP,HP,Intel,Windows 11,Intel Core i3,2,449.99,SSD,4.2,17.3,16,Amazon
HP,Essential,Intel,Windows 11 S,Celeron,6,399.99,SSD,4.3,15.6,32,Amazon
Lenovo,Lenovo V15 G2 IJL,Intel,Windows 11 Home,Celeron N,20,279.0,SSD,4.6,15.6,8,Amazon
ASUS,TP3402Z,Intel,Windows 11 Pro,Intel Core i9,5,1029.0,SSD,4.4,16.0,32,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5-6267U,59,359.0,SSD,4.3,13.3,8,Amazon
HP,ELITEBOOK X360 1040 G6,Intel,Windows 11 Pro,Intel Core i7,37,349.99,SSD,4.2,14.0,16,Amazon
SGIN,M17,Intel,11,Celeron,3,239.99,SSD,4.5,17.3,4,Amazon
HP,HP 15,Intel,Windows 10,Core I3 1115G4,447,303.0,SSD,4.5,15.6,8,Amazon
HP,Chromebook,Intel,Chrome OS,Celeron N,373,288.99,SSD,4.6,14.0,4,Amazon
HP,HP Notebook 15-dy1731ms,Intel,Windows 10,Intel Core i3,876,354.99,SSD,4.3,15.6,8,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,1,1570.0,SSD,4.4,15.0,32,Amazon
ApoloMedia,NJP1561P,Intel,Windows 11 Home,Celeron N,64,288.0,SSD,4.2,15.6,12,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
jumper,EZbook S5,Intel,Windows 11,Celeron,12,409.99,SSD,4.5,14.0,12,Amazon
LETSUNG,ABLE 1,Intel,Windows 11 Home,Celeron N3350,16,199.0,SSD,4.4,14.0,4,Amazon
Lenovo,Essential,Intel,Windows 11,Mobile Intel Celeron Processor,2,499.99,SSD,4.4,15.6,36,Amazon
ASUS,ROG Strix G17,AMD,Windows 11 Home,Ryzen 7,162,1148.99,SSD,4.0,17.3,16,Amazon
ACEMAGIC,AX15,Intel,Windows 11,Intel Mobile CPU,18,899.99,SSD,4.4,15.6,16,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,2,1295.18,SSD,4.4,15.0,16,Amazon
acer,Aspire 5,AMD,Windows 11,Ryzen 3 3350U,977,385.0,SSD,4.3,15.6,4,Amazon
HP,HP,Intel,Windows 11 Home,Core i7,34,617.0,SSD,4.4,15.6,16,Amazon
